smiles,pka
CC(C)C/N=C(\N)N=C(N)N,11.53
N#Cc1ccccc1Sc1ccccc1N,3.04
Nc1nc(N)nc(CC(=O)O)n1,6.18
Nc1c(Cl)ncnc1N1CCOCC1,2.86
Cc1ccnc(NCc2ccccc2)c1,7.38
O[C@H](CCl)CNc1ccccc1,4.0
CNC(=S)N/N=C/c1ccccn1,3.05
CCCCCCNCc1nc2ccccc2o1,8.15
CCCCCCNCc1nc2ccccc2s1,8.54
O=C(NO)N/N=C/C1CCCCC1,2.03
N=C(NO)N/N=C/c1ccccc1,7.01
C[C@H](N)Cc1ccc(I)cc1,10.01
NC[C@@H]1CNCc2ccccc21,9.53
CCCC[C@H](N)Cc1ccccc1,10.04
O=C(O)/C=C/c1ncc[nH]1,6.55
O=C(O)/C=C\c1ncc[nH]1,6.55
CCC[C@@H](N)Cc1ccccc1,10.04
Cc1cccc2nc3ccccc3cc12,6.33
O=P(O)(O)Cc1ccc(O)cn1,4.57
Cc1ccc2nc3ccccc3nc2c1,2.86
C#Cn1ccnc1C#Cc1ccccc1,4.2
C#Cc1nccn1C#Cc1ccccc1,4.32
C#Cn1cnc(-c2ccccc2)c1,4.57
NC(=S)N/N=C/Cc1ccccc1,3.03
c1nc(CC2CCCCC2)c[nH]1,6.74
CC1NCCOC1c1ccc(Cl)cc1,8.18
NCc1ccsc1C(O)c1ccccc1,8.51
Nc1ncnc2sc3c(c12)CCC3,3.92
CCCCCn1c(CC(C)C)cnc1N,9.15
CCCCCCc1cnc(N)n1CCCCC,9.17
COc1cccc(/C(N)=N/O)c1,4.7
OC(CN1CCCCC1)c1ccccc1,9.03
c1cc(CCCc2ccncc2)ccn1,6.02
Cc1ccc(C)c2c(C)ccnc12,5.75
CC1=CC(=O)Nc2cncnc2N1,3.98
CC(=O)Nc1cccc2cccnc12,3.42
CCN=C(S)NNC(=O)CC(C)C,7.63
CCC(C)[C@@H](N)C(=O)O,9.59
Cc1cccc(OCc2ccccc2)n1,3.64
CCC(=O)c1ccc2ncccc2c1,4.07
Cc1nnc(NS(C)(=O)=O)s1,0.59
N#Cc1ccc(N2CCOCC2)nc1,2.5
OC1CCN=C(S)N1c1ccccc1,3.36
Cc1cc(Cl)cc2sc(S)nc12,1.46
CC(C)n1ncc(C(N)=O)c1N,2.6
Oc1nc2cc(Cl)ccc2[nH]1,3.1
Cc1nnc(SCCOC(N)=O)n1C,2.34
Cc1ccc2[nH]c(CO)nc2c1,5.21
Cc1ccsc1CNCCc1ccccc1F,9.47
C=C(Br)Cn1cnc2ccccc21,5.58
C(=Cc1cccnc1)c1ccncc1,5.43
Nc1nc2c[nH]c(N)nc-2n1,2.31
CC(=O)CC(C)(C)N=C(C)S,5.42
Oc1nc(S)ncc1Oc1ccccc1,0.71
NC1=NOC(=O)C1C1CCCCC1,3.48
CCN(CC)CCN1CNC(=S)NC1,8.96
CCCCCCCCCCCCCCCCN(C)C,9.79
CSc1ncc(Br)c(N2CC2)n1,3.9
CC(O)CN(CC(C)O)CC(C)O,9.28
Cc1cc(O)nc2nc(N)ccc12,1.67
NC(S)=Nc1ccc(Cl)cc1Cl,5.11
CC(CN1CCOCC1)c1ccccc1,7.68
CC1CNCCN1c1ccc(Cl)cc1,9.0
CC1=CC(=O)Nc2ncccc2O1,3.72
CSc1nc(O)nc2[nH]cnc12,1.14
Cc1nc(N)ncc1Sc1ccccc1,3.75
CN1CCCC2c3ccccc3CCC21,9.79
COc1cc(OC)nc(N=CNO)n1,3.96
CC(=O)c1ccc2c(c1)CCN2,3.45
Cc1c2ccccc2nc2ccccc12,6.8
Oc1ccc(CCN2CCCCC2)cc1,9.31
Cc1ccn(CC(C)C(=O)O)n1,3.22
NCC(=O)c1ccc2ccccc2c1,7.29
c1ccc(OCCN2CCNCC2)cc1,9.23
Nc1nccc(SCc2ccccc2)n1,4.25
Cc1ncc2c(n1)NC(=O)NC2,2.89
Oc1cnnc(NCc2ccccc2)n1,2.69
Cc1ccccc1C(O)c1ccncc1,4.98
Cn1cncc1C(=O)c1ccccc1,4.95
Cc1cccc(NC2=NCCCS2)c1,6.67
CSC(=N)NCCCC(N)C(=O)O,10.52
Oc1ccc(CN2CCCCC2)nc1O,7.18
CSc1ncc(C(C)=O)c(C)n1,2.7
NC(=O)NN=C1CCn2cccc21,1.07
Cc1cc(C)c2c(C)ccnc2c1,6.11
NC(=O)CCn1cnc2ccccc21,5.62
OC(CN1CCOCC1)c1ccccc1,6.83
Oc1cnnc(Nc2ccccc2F)n1,2.16
O=C(CN1CCCC1)c1ccccc1,7.13
CCOc1ccc(-n2ccnc2)nn1,5.79
Cc1ccc2[nH]c(CS)nc2c1,5.59
c1cc2c3c(c1)CCCN3CCC2,5.08
Cc1ccc(Sc2ncccc2O)cc1,3.21
Cc1nc2cc3c(cc2s1)OCO3,3.59
NC(=NO)c1ccc(Cl)cc1Cl,3.7
CC1CN=C(NCc2ccncc2)S1,8.42
CN(C)c1ccc(C=O)c(O)c1,2.6
CC(C)NCC(O)c1ccccc1Cl,9.45
NC(=S)NN=C1CCCCCCCCC1,2.94
Cc1nn(C)c(Cl)c1C(N)=O,1.87
NC(COc1cccc(Cl)c1)=NO,4.4
Cc1ccnc2ccc3ccccc3c12,5.06
CSc1nc(N)c2c[nH]nc2n1,2.31
O=Nc1ccc(NO)c2ccccc12,3.44
Oc1ccc(CNC2CCCCC2)cc1,10.14
CC(C)Oc1ccc(CCN)cc1Cl,9.8
CCCN[C@H](C)Cc1ccccc1,10.43
Oc1cccc(Nc2ccccc2)c1O,1.05
N=C(N)NCCc1cc(O)ccc1F,12.31
N[C@H](CCSCCCF)C(=O)O,9.5
Brc1ccccc1-c1cnn[nH]1,0.57
Clc1ccccc1-c1cnn[nH]1,0.55
OC(CN1CCCCC1)Cn1cccc1,9.5
ON(Cc1ccccc1)c1ccccn1,5.43
ON(Cc1ccccc1)c1cccnc1,5.01
C1=C(c2nnn[nH]2)CCNC1,9.63
CNCc1ccc(Oc2cccnc2)o1,8.28
C[C@H](N)Cc1ccc(O)cc1,9.8
Clc1ccc(Cc2ccncc2)cc1,5.32
CC[C@H](CO)NCc1ccncc1,8.8
Nc1cc2ccccc2cc1C(=O)O,1.78
O=C(O)CCc1nnc(S)[nH]1,1.82
CC(C)(C)c1nnc(S)[nH]1,2.42
FC(F)(F)c1nnc(S)[nH]1,0.38
C1=CCN(CCc2ccccc2)CC1,9.05
CCCCCCCCCCCCC1=NCCCC1,9.46
Cc1cc(C2CC3CCC2N3)on1,10.1
NC(=O)N/N=C/c1ccccc1O,1.06
C1CN(Cc2nnn[nH]2)CCN1,9.21
C1CN(Cc2nnn[nH]2)CCO1,4.16
CCCC/N=C(/C=N/O)N(C)C,7.7
C1=C(c2cccs2)C2CCC1N2,9.78
C1=C(c2ccco2)C2CCC1N2,9.53
COCC/N=C(/C=N/O)N(C)C,7.13
NC(CC1=CCC=CC1)C(=O)O,9.47
O=C1CCCCC12CCC/C2=N\O,0.64
COC(=O)c1c(N)n[nH]c1N,4.71
NC1=Nc2ncccc2C(=O)NN1,6.9
OCC1OC(NO)C(O)C(O)C1O,2.52
CCC(NC1=NCCO1)c1cccs1,6.37
CN(C)CCCNC(CC#N)CCC#N,9.4
CN(C)c1ncnc2[nH]ncc12,3.97
CCCCC(CCCC)=NNC(=S)SC,2.94
N=C(N)n1nc2c(c1O)CCC2,9.53
CN(C)c1nc(N)nc(CCl)n1,5.45
Nc1c2ccccc2nc2nccnc12,4.3
CC1C=CC(C(N)C(=O)O)O1,8.83
Nc1ccc2c(O)cc(O)nc2n1,1.4
CCOC(=O)/C=C/c1ccccn1,4.42
c1ccc2c(c1)nc1n2CCSC1,4.72
c1ccc2c(c1)nc1ccccn12,6.05
CN(C)c1nncc2[nH]cnc12,5.12
C#CCn1ncc2c(SC)ncnc21,2.39
CC(C)=NNc1snnc1C(N)=O,4.26
c1ccc2c(c1)nc1n2CNCC1,8.65
O/N=C/c1ncccc1C1OCCO1,2.35
CCCCNC(C)(C)[PH](=O)O,9.27
COc1cc2cccc(N)c2cc1OC,3.92
Nc1n[nH]c2c(Cl)cccc12,3.45
c1ccc2c(c1)nc1n2CSCC1,5.85
CN(C)c1nncc2[nH]nnc12,2.15
O=C1COc2cccnc2N1CCCCO,2.37
COCCNc1cncc(C(N)=O)c1,3.83
CN1CCCc2nc3ccccc3n2C1,7.58
CC1CC(NN)=Nc2ccccc2N1,9.16
O=c1onc2c3ccccc3ncn12,3.77
CP(=O)(O)C(N)c1ccccc1,9.04
CC1=NC=C(O)c2ccccc2O1,1.92
CSC(=S)N/N=C/c1ccccc1,2.73
CC/C(=N/O)c1ccc(Br)s1,0.19
CCCCNCC(O)c1ccc(O)cc1,9.96
N/N=c1\[nH]c2ccccc2o1,5.21
N#CC1=C(N2CCOCC2)CCC1,3.43
O=C(O)C1(Cn2cccn2)CC1,2.44
C/C=N\n1c(C)n[nH]c1=O,0.59
Nc1ccc(-c2cssc2=S)cc1,3.67
CSC(SC)=C1C(=O)NN=C1C,0.05
NC(Cc1nnn[nH]1)C(=O)O,9.48
CC(=S)NNC(=O)c1ccncc1,3.2
CCN(C(=N)C#N)c1ccccc1,2.39
CN(C)c1cc2ccccc2oc1=O,2.66
CN1C2CCC1C(CO)C(=O)C2,8.57
CCOC(=O)NC1CN2CCC1CC2,7.91
NC(=O)CC(N)c1nnn[nH]1,7.78
ON=C1CCC(c2ccccc2)CC1,2.71
CN(C)c1ccc(C(N)=O)cn1,4.96
CN(C)C(=N)NC(=S)N(C)C,11.74
COc1cc2c(cc1OC)CCN=C2,6.59
C#CCOC(=O)C(N)CC(N)=O,6.3
NNC(=O)C(O)C(O)C(O)CO,2.6
Cn1ccnc1Oc1ccc(Cl)cc1,3.5
C=CCNc1nc2c(N)ncnc2s1,2.98
N#C/C(N)=C(C#N)/N=C/N,7.52
NC1c2ccccc2Nc2ccccc21,8.28
CO/C(C)=N/CCC1=CCCCC1,5.42
O=C1CCC2c3ccccc3NCN12,2.32
NCCCn1c(Cl)nc2ccccc21,10.31
Nc1n[nH]c2ncc(Br)cc12,3.55
N#CC(C#N)C1CN2CCC1CC2,7.42
C/C(N)=N/OCc1nc(C)no1,7.41
CSc1nncc2[nH]c(C)nc12,3.31
CCSCCCN(CCCSCC)CCCSCC,9.99
Cc1cc2c(cn1)C(=O)OCC2,3.96
CC1(C)C2CCC(N)(C2)C1O,10.16
NC1CC(=O)c2cc(Br)sc21,7.75
N=C(c1ccccc1)N1CCCCC1,11.14
Cc1ccc(Sc2ccccc2N)cc1,3.35
CC1(C)C2CCC(O)(C2)C1N,9.72
NC1CC(=O)c2cc(Cl)sc21,7.75
Cc1ccc(Oc2ccccc2N)cc1,3.14
COc1ccc2nccc(C=O)c2c1,2.74
NC1CC(=O)c2csc(Cl)c21,8.18
NC1CC(=O)c2csc(Br)c21,8.22
Cc1sc(C)c2c1C(=O)CC2N,8.51
CCOC(=O)C(N)CSC(=O)NC,6.18
CC1(C)C2CCC(N)(C2)C1N,10.09
O=C(CCCl)NN=C1NCCCCN1,5.01
COc1ccc(CCn2cncn2)cc1,2.07
Cc1ccc(C(=O)C(C)N)cc1,7.57
NC(CSCc1ccccc1)C(=O)O,9.14
NC1CC(=O)c2c(Br)csc21,7.87
N=C(CCl)NC1CN2CCC1CC2,9.26
CC(Cc1ccc(Cl)cc1Cl)NO,4.59
O=C(O)CCNCCCNCCC(=O)O,10.46
CN(C)CCc1ccc(Cl)cc1Cl,8.95
Clc1ccc(CCn2cncn2)cc1,2.07
CC(NO)/C(=N/O)c1ccco1,2.53
NC1C2C=CC(C2)C1C(=O)O,10.57
CC(=O)NNC(=O)C1CCCCN1,8.58
NCC(=O)C(O)C(O)C(O)CO,7.15
CCCCc1ccc(NC(=N)N)cc1,10.48
N=C(N)SCc1c(F)cccc1Cl,10.53
OC[C@H]1NCC=C[C@@H]1O,8.75
OC[C@@H]1NCC=C[C@H]1O,8.75
OC[C@@H]1NCCC[C@@H]1O,9.23
Brc1ccc(C2=CCNCC2)cc1,9.59
Clc1cccc(C2=CCNCC2)c1,9.57
Cn1c(N)nc2cc(Cl)ccc21,7.5
NC(=O)c1cnc(OCCF)nc1N,4.48
Fc1cccc(CCCN2CCCC2)c1,9.69
NC(=O)CN[C@@H]1CCCNC1,9.24
CCCCCCCCCCCC(=O)OCCCN,10.14
CCCCCCCCCCCCCOC(=O)CN,7.09
CCCCCCCCCCCCOC(=O)CCN,9.29
CCCCCCCCCCCCCCCCOCCCN,10.14
Nc1ccc(-c2ccccc2F)cc1,3.65
N[C@H]1Cc2ccccc2NC1=O,7.94
CCCN1CCC(c2ccccc2)CC1,9.74
OCCCCCCCCCCCOc1cccnc1,4.8
OCCCCCCCCCCCOc1ccccn1,2.92
C/C=N/c1cc[nH]c(=O)n1,3.52
CCCCCc1cn(CC(=O)O)nn1,0.53
CCCCCn1cc(CC(=O)O)nn1,0.17
O=C(O)C1COC(C(=O)O)N1,7.11
O=C(O)C1CSC(C(=O)O)N1,7.01
O=C(O)C1CCC(C(=O)O)N1,9.6
COc1ccc(Nc2ccccn2)cc1,6.06
COc1ccc(Nc2cccnc2)cc1,5.43
Cn1cc(Br)nc1-c1ccccc1,3.9
CN1CN(Cc2ccccc2)C=C1S,2.63
Oc1ccc2nc3ccccc3nc2c1,2.78
CCN(CC)CCOCCCc1ccccc1,9.41
CCN(CC)c1ccc(N)c(C)c1,7.67
c1cc(CNCc2ccncc2)ccn1,7.88
NNc1ccc(N(CCO)CCO)nn1,8.92
CCCCOCCOC(=O)c1cccnc1,3.24
O=C(c1cccnc1)N1CCOCC1,3.61
Nc1ncc2ncn(COCCO)c2n1,3.83
Cc1ccc(F)cc1NC1=NCCN1,9.4
Cc1ccnc2c1CCCC2C(N)=S,5.49
COc1cc2nccc(N)c2cc1OC,8.78
C#CCO[C@H]1CN2CCC1CC2,8.76
c1ccc(C2NCC[35S]2)cc1,7.68
Clc1cccc(NC2=NCCS2)c1,6.1
CNc1ccc(/C=C\CCCO)cn1,6.35
NC1=NC2OC(CO)C(O)C2O1,4.39
OCC(CO)c1cnnc2ccccc12,2.88
CC(O)CNC1c2ccccc2CC1O,8.59
Cc1cc(C)c2nccc(C)c2c1,5.49
Oc1ccc(CCc2ccccn2)cc1,5.59
Cc1nn(C)c2c1NC(=O)CS2,2.21
Cc1c(C=O)cnn1CCC(=O)O,2.16
CC(=NO)C1(C)CC=CCC1CO,2.67
Cc1cnc(N)nc1-c1ccccc1,3.94
OC(Cc1cccnc1)c1ccccc1,5.42
Oc1cccc(CCc2ccccn2)c1,5.58
Nc1ccc2c(c1)C(=O)CCC2,3.32
COc1cnc(SCC(=O)O)nc1O,1.92
Cc1nc(N)ncc1CCC1OCCO1,4.25
Cc1ccccc1Sc1ccc(N)cn1,3.13
NC(CO)C(=O)NCc1ccccc1,7.85
NCC(N)C(=O)NCc1ccccc1,8.39
NCCOc1cccc2c(O)cccc12,9.08
CCc1ccccc1-c1c[nH]nn1,0.09
CNc1ccccc1-c1c[nH]nn1,3.2
c1ccc(Cc2c[nH]nn2)cc1,0.58
C1=C(c2c[nH]nn2)CCCC1,0.17
Nc1ccccc1NCCOc1ccccc1,4.53
OC1c2ccccc2N=C2CCCN21,8.41
COc1ccccc1N1CCN(C)CC1,7.53
Nn1c(S)nnc1COc1ccccc1,1.56
NCCC1CCOC(c2ccccc2)O1,10.13
COC(c1ccccc1)c1scnc1C,2.19
Cc1ncsc1C(CO)c1ccccc1,2.84
Cc1ncsc1C(O)Cc1ccccc1,2.24
Cc1cc(C)c2c(c1C)OCCN2,5.03
CC(C)NCC(O)COc1ccncc1,9.67
c1ccc(Cc2ncc[nH]2)cc1,7.06
N=C(N)n1ncc2c1CCCC2=O,8.21
COc1ccc(-c2ccccn2)cc1,4.54
Fc1ccccc1SSc1nc[nH]n1,0.44
Cc1ccccc1SSc1nc[nH]n1,0.44
N/N=C/Cc1ccc(Cl)cc1Cl,2.48
CC(=O)NC(=S)Nc1ccncc1,5.83
C=NCC1(CC(=O)O)CCCCC1,8.52
CCc1[nH]c2ccncc2c1CCN,9.74
c1cncc(CN=C2CCCCC2)c1,6.22
Nn1c(S)nnc1-c1ccccc1O,1.62
CC(/C=C/c1ccccc1)=N/O,3.22
NC/C=C\Cn1ccc(N)nc1=O,9.65
Clc1ccc(CN2CCOCC2)cc1,5.94
CC(C)COC(=O)c1ccccc1N,2.21
CCN(CC)C(=O)c1ccccc1N,2.88
Cc1nsc(C2CCCN(C)C2)n1,7.94
Cc1ncnc(NCc2ccccc2)n1,4.09
CCn1cnc2cc(C)c(C)cc21,6.01
NC1C2C3CC4C2C2C1C3C42,10.51
CCc1ccccc1OCCCn1ccnc1,6.53
CCc1ccccc1/N=C1/NCCO1,7.43
Cc1cccc(CNC2=NCCO2)c1,6.91
Fc1ccc(CNC2=NCCO2)cc1,6.91
Cc1ccc(CNC2=NCCO2)cc1,6.91
CCO/N=C/Nc1cccc(Cl)c1,3.39
CCO/N=C/Nc1ccc(Cl)cc1,3.52
CCO/N=C/Nc1cccc(CC)c1,3.72
CCO/N=C/Nc1ccc(CC)cc1,3.88
CCO/N=C/Nc1c(C)cccc1C,4.0
CCN(CC)CCOc1ccc(C)cc1,9.34
CC(=O)C1SCC(N(C)C)CS1,7.99
CCC(c1ccccc1)c1cccnc1,5.34
C=C(c1ccccc1)c1cccnc1,4.72
CCOC(=O)/C=C/c1cccnc1,4.83
O=Cc1ccc(Nc2nncs2)cc1,0.33
Fc1ccc(NCc2ccccc2)cc1,4.0
Ic1ccc(NCc2ccccc2)cc1,3.76
CCCCn1cnc(N)c2ncnc1-2,2.21
Fc1ccc2nc(NCCBr)sc2c1,3.42
Cc1ccc2nc(NCCBr)sc2c1,3.55
COc1ccccc1-c1csc(N)n1,3.98
Cc1ccccc1/C=N\NC(N)=S,2.96
NC(=S)N/N=C\c1ccccc1O,1.97
COC(=O)CN1Cc2ccccc2C1,5.52
COC(=O)c1cc(N)cc(O)c1,2.41
NCc1cn(O)nc1-c1ccccc1,8.48
NCc1cn(O)nc1Cc1ccccc1,8.23
NCCSCc1cnc(N=C(N)N)s1,9.73
CCCn1oc2c(c1=O)CCNCC2,9.62
CCn1cnc2c(N)nc(N)nc21,5.71
N=C(NCCS)NC1CCC(O)CC1,13.02
Cc1csc(C#Cc2cccnc2)n1,3.06
Oc1ccccc1C=NCc1ccccc1,5.75
NNC(=O)Cc1cc(O)[nH]n1,2.82
O=S1(=O)CCN(C2CC2)CC1,3.38
CC=CC=NNC(=O)c1ccncc1,3.07
COc1nc2ccccc2nc1N1CC1,2.3
CNc1cncc(-c2cccnc2)n1,4.18
Nc1ncncc1-c1ccc(F)cc1,5.25
N=C(N)N/N=C/c1ccccc1F,8.58
NCCc1ccccc1S(=O)(=O)F,9.17
CCC/N=c1/c(O)c(O)c1=N,4.68
N=C(N)CSCc1ccc(Cl)cc1,11.5
O=C1CCC(=O)N1c1ccncc1,3.74
CNc1ccnc2cc(C#N)ccc12,5.89
Cc1ccc2c(NCCN)ccnc2c1,9.65
COCCNc1nc2ccccc2[nH]1,6.96
Cc1ccc2c(c1)CSC(N)=N2,6.39
Nc1cccn2c(=O)[nH]nc12,0.71
CCCCSc1nc2ccc(O)cc2s1,1.37
CCCCOC(=O)CN(C)C(=N)N,11.42
CC(=O)N1CC2CNCC(C2)C1,10.26
c1ccc(OCCCn2cncn2)cc1,2.07
CN1CCOc2ncnc(N)c2C1=O,4.9
COC(=O)CCCCCCCCC(O)CN,9.59
FC/C=C/c1ccc2ccccc2n1,4.05
CN(C)C[C@H]1CNC(=O)O1,8.16
NCCNS(=O)(=O)c1ccccc1,9.1
OC(CN1CCCCC1)C(F)(F)F,7.97
NC(COCc1ccccc1)C(=O)O,8.82
N/C(=N\O)NCCCc1ccccc1,7.6
NNCCCc1c[nH]c2ccccc12,5.69
N[C@H]1C[C@H]1CC(=O)O,10.06
CCCCCCCCSC(=S)n1ccnc1,4.13
CC(C)N(N)C(=O)c1ccco1,3.23
CC(C)CNNC(=O)c1ccncc1,3.99
CCC(C)NNC(=O)c1ccncc1,3.95
CC(C)=NNc1nc2ccccc2s1,5.43
CN(C)c1ccc(C(N)=O)cc1,3.51
CCCNCc1cc2ccccc2oc1=O,9.09
CN(C)CCCNCc1cccc(O)c1,9.11
CN(C)CCCNCc1ccc(O)cc1,9.17
CN(C)CCCNCCc1ccccc1Br,10.0
CN(C)CCCNCCc1ccccc1Cl,9.97
Clc1cc2nc3ccccc3n2cn1,5.39
Clc1cncc2nc3ccccc3n12,2.79
CCC/C=C/C/C=C/C=C/CNO,4.32
O=c1ccncn1CCCN1CCCCC1,9.07
c1cncc(-c2ccc[nH]2)c1,4.55
CCN1C(=O)CCC1c1cccnc1,4.79
O=C(O)CCn1cnc2ccccc21,5.65
O=C(O)CCn1nnc2ccccc21,0.5
c1cncc(-c2cn[nH]c2)c1,4.53
CCCCOc1ccc(C(=N)N)cc1,11.83
NC/C(CCCCCC(=O)O)=N/O,8.56
CCC(N)C(N)CCCCCC(=O)O,9.99
CN(C)C1CS[S+]([O-])C1,6.4
C=CCOc1ccc(C(=N)N)cc1,11.82
NCCC(=O)c1cnc2ncccn12,9.5
CCCn1[nH]c2ccccc2c1=O,2.21
O=c1c2ccccc2[nH]n1CCO,2.03
C=C(C)C(=O)OCCN(CC)CC,8.96
c1ccc(CNCc2ccccc2)cc1,8.54
C(=Cc1ccncc1)c1ccccc1,5.29
CC(C)c1cccc(C(C)C)c1N,4.0
CC(C)Nc1nc(N)nc(Cl)n1,4.38
CC(C)N(c1ccccc1)C(C)C,5.84
Cc1cc(Cl)ccc1N=CN(C)C,9.37
CCCCCCCCCCCCN(CCO)CCO,9.23
O=C(OCc1cncs1)c1cccs1,2.4
c1ccc(CCCc2ccccn2)cc1,5.59
c1ccc(CCCc2ccncc2)cc1,5.72
O=C(/C=N/O)NCc1ccncc1,5.02
Cc1ccsc1/C=N/NC(=O)CO,0.81
CCNC(=S)N/N=C/c1ccco1,0.24
COC(=O)N/N=C/c1cccnc1,4.37
Nc1nnnn1/N=C/c1ccccn1,2.9
CO/C(O)=C/C1=NCCSC1=O,2.07
CCOc1ccc(Br)cc1/C=N/O,1.36
O=C(/C=N/O)NCc1cccnc1,4.82
CSc1cc(/C=N/O)c(SC)s1,1.65
O=C(/C=N/O)NCC1CCNCC1,9.81
CC1(C)N=C(/C=N/O)CN1O,1.63
CCNC(=S)N/N=C/c1cccs1,1.56
COC(=O)N/N=C/c1ccccc1,1.51
O/N=C\c1cccn1-c1nccs1,2.32
O/N=C1/CCCCC1c1ccccn1,4.32
Cc1ccsc1/C=N/N1CCOCC1,3.1
Sc1nncn1/N=C/c1ccccc1,0.58
Oc1ccccc1/C=N/n1cnnc1,0.74
C/C(=N\O)c1cccc(Br)c1,1.63
CCOc1ccc(Cl)cc1/C=N/O,1.36
Sc1nncn1/N=C/c1ccccn1,2.96
NNC(=O)c1sc2ncccc2c1N,2.72
Nc1ccc(NCc2ccccn2)cc1,5.87
CC1N=C2CCCC(=O)C2C1=O,3.93
c1ccc2c(c1)CC1CC2CCN1,10.07
c1ccc2c(c1)C1CCNCC2C1,10.29
Nc1ccc(C(=O)NO)c(O)c1,2.74
CCN(CC)C(=O)Nc1ccccn1,3.87
[N-]=[N+]=NCCc1ccccn1,5.39
[N-]=[N+]=NCCN1CCOCC1,6.77
Cc1ncsc1CCN=[N+]=[N-],3.17
CCNC1=NCCC2(CCCCC2)S1,9.38
COc1cncc2c1C(=O)OC2=O,2.48
CNC(=S)N1CCCc2cccnc21,2.63
NC(=S)N1CCCCc2cccnc21,3.26
CNC(=S)N1CCCc2ncccc21,3.86
CCCCCCCCCCCCCc1ccncc1,5.72
CCCCCCCCCCCCCc1ccccn1,5.6
COc1ccccc1C(O)CNC(C)C,9.44
CN(C)Cc1cc(=O)c(O)co1,7.34
NC(Cl)c1cc(=O)c(O)co1,5.01
OC(Cc1cccnc1)c1cccnc1,5.49
CSc1cc(N)nc2[nH]cnc12,3.88
Nc1cc(Cl)c2nc[nH]c2n1,3.64
NCCCCCC(N)CSP(=O)(O)O,10.87
Cc1cc(O)c(CC(C)N)cc1O,9.45
NNc1nncc(-c2ccccc2)n1,7.17
CN(C)CCCC(C)(N)C(=O)O,10.08
CC(N)(CCCNCCCN)C(=O)O,10.57
NC(Cc1ccccc1)C(=O)CCl,7.66
CNCC(C)c1ccc(O)c(O)c1,10.39
Nc1ncnc2c1ncn2CC(N)CO,9.34
Nc1ncnc2c1ncn2C(CO)CO,3.65
CC1(C)NC1C(O)c1ccccc1,6.7
N#CCc1ccc(O)c2ncccc12,4.47
CNc1nccc(-c2ccncc2)n1,4.28
Cc1cnc(N)nc1-c1ccncc1,4.4
OCCc1ccc(N2CCCCC2)cc1,5.76
O=C(O)c1nc2ccccc2cc1S,4.93
O=C(O)c1ncc2ccccc2c1S,5.17
Nc1cccc(-c2cccnc2N)c1,6.5
CCCN(CCN(C)C)c1ccccn1,8.77
CCCCSc1ccc(C(=O)O)nc1,5.19
C=CCNc1ncnc2[nH]ncc12,4.05
Nc1ccnc(OCc2ccccc2)n1,5.82
Nc1ccnc(SCc2ccccc2)n1,5.69
Nc1cc(OCc2ccccc2)ncn1,5.74
c1cc(-c2ncc[nH]2)ccn1,6.24
c1cncc(-c2ncc[nH]2)c1,6.09
NCC(F)(F)CCC(N)C(=O)O,9.53
OCCO/N=C/c1ccc(Cl)cc1,2.82
OCCO/N=C\c1ccc(Cl)cc1,2.82
Nc1nc(=O)n2cc[nH]c2n1,3.14
CCOCCNCC(O)COc1ccccc1,8.94
Oc1cc(O)n2ncc(Br)c2n1,0.29
Oc1cc(O)n2ncc(Cl)c2n1,0.08
CCOP(=O)(OCC)SCCN(C)C,9.39
Brc1ccc(N=C2NCCN2)cc1,10.53
CC(C)NNC(=O)c1ccccc1N,3.87
CC(C)NNC(=O)c1ccccc1O,3.4
CN(C)C(=O)c1ccc(N)cc1,3.41
CCCOc1cc(N)ccc1C(=O)O,2.44
Nc1ccc(C(=O)O)c(Cl)c1,1.97
N#CSc1cc(C(=O)O)ccc1N,0.97
Nc1nc(O)c2c(n1)NCC=N2,3.43
N#Cc1cccc(NC(=S)NN)c1,3.67
N#Cc1ccc(NC(=S)NN)cc1,3.67
Nc1nc2ccccc2c2ccccc12,6.4
Nc1nc2cccnc2c2ccccc12,3.93
Nc1nc2ccncc2c2ccccc12,4.61
Nc1nc2ccccc2c2cnccc12,4.69
Nc1nc2ccccc2c2c1CCCC2,7.17
O=C(O)c1ncc2cccnc2c1O,4.7
CCN[C@@H](C)Cc1ccccc1,10.29
CN(C)C(=N)C(Cl)(Cl)Cl,5.22
COc1ccccc1NC(=O)C(C)N,8.23
CCCCNCCc1ccc(O)c(O)c1,10.47
O=C(O)C(S)Cc1cnc[nH]1,6.75
CCc1cccc(C)c1NC(=O)CN,7.98
CC(NO)/C(=N\O)c1cccs1,2.73
NCCc1ccc(N2CCCCC2)cc1,9.87
N=C(NCCCO)C(Cl)(Cl)Cl,4.78
CN1CCCC12CCc1ccccc1C2,10.23
CNC(c1ccccc1)C1COCOC1,9.43
NCCc1cccc(N2CCCCC2)c1,9.8
N#Cc1cncc(N2CCNCC2)n1,8.72
CNC(=S)C1CCCc2cccnc21,4.76
Cc1cccc(Cl)c1NC(=O)CN,7.98
NCCCC(=O)Nc1ccc(O)cc1,10.1
Cc1ccccc1NC(=O)C(C)CN,9.14
CCN(CCCl)Cc1cccc(C)c1,8.02
C=Cc1ncc(CO)c(C=C)c1O,5.66
CC(N)Cc1cc(Cl)c(Cl)s1,9.78
CN1CC2CC(C1)c1ccccc12,9.4
c1ccc2c(c1)CN1CCN=C21,8.29
