smiles,pka
COCC(C)NCc1cc(Br)ccc1OC,8.18
CC(C)Cc1oc(C(=O)O)cc1CN,8.74
CNC(C)[C@@H](O)c1ccccc1,9.52
NCCc1nnc(SCc2ccccc2F)o1,9.21
C=CCNCC#CCOc1ccc(OC)cc1,8.45
COc1c(Cl)cc(Cl)cc1CNCCO,7.97
O=C(CNCCO)N1CCc2ccccc21,7.99
CCc1cccc(OCCCn2ccnc2)c1,6.53
c1ccc(SCCCCN2CCOCC2)cc1,7.34
COc1ccccc1N1CCNC(C)C1=O,6.77
Cc1cc(Br)ccc1OCCn1ccnc1,6.49
C=CCNCCCCOc1ccc(OCC)cc1,9.93
COCC(C)NCc1cccc(OC)c1OC,8.18
C[n+]1ccc(-c2ccncc2)cc1,5.02
O=C(Cc1ccccn1)Nc1ccccc1,4.33
C=CCNCCCOc1ccc(Cl)cc1Br,9.5
NCCCCCc1nnc(SCC(N)=O)o1,10.21
CN1CCc2c(c3ccccc3n2C)C1,7.27
OCCN(CCO)Cc1csc2ccccc12,8.33
COCC(C)NCc1cccc2ccccc12,9.17
NC(CC(=O)O)c1ccc(Br)cc1,9.6
CN(C)Cc1ccccc1Cc1ccccc1,8.87
COCCNCCCOc1ccc(Br)cc1Cl,9.5
CCOCCCNCc1cc(Br)ccc1OCC,8.72
Brc1ccccc1OCCCN1CCCCCC1,9.66
CCc1cccc(OCCCCNCCCOC)c1,10.53
COc1ccc(CCNc2ccncn2)cc1,5.38
Nc1nc(-c2ccc(Br)cc2)cs1,4.07
COc1cccc(CNCc2ccco2)c1O,7.94
Clc1cccc(OCCN2CCOCC2)c1,6.56
COc1ccc(C=O)cc1Cn1ccnc1,6.46
C=CCNCCOCCSc1ccc(Cl)cc1,9.08
OC(CNCc1ccncc1)c1ccccc1,8.62
O=C(OCCN1CCOCC1)c1cccs1,5.48
CC1CCCCN1c1ncnc2ccccc12,4.72
Cc1cccc(C)c1OCC(N)C(C)C,9.62
CCc1ccccc1OCCCCN1CCCCC1,9.79
Cc1cccc(Cl)c1OCCN1CCCC1,8.05
CCOc1ccc(CSC(=N)N)cc1Cl,10.54
Cc1ccc(OCCCNCCO)c(Br)c1,9.58
COCCNCCCCOc1ccc(Br)cc1C,9.91
COc1ccc(CCNCC2CCCO2)cc1,9.68
Fc1ccc(CNCCc2ccccc2)cc1,9.39
CN1CCc2cc3c(cc2C1O)OCO3,6.09
CCN(CC)CCNC(=O)c1ccccn1,9.04
O=C(CNC1CCCCCC1)c1cccs1,8.25
Cn1cccc1CNCC(O)c1ccccc1,8.76
N=C(N)SCc1nc2ccccn2c1Br,10.52
c1cn2cc(CN3CCOCC3)nc2s1,4.89
O=C(O)CNCC1COc2ccccc2O1,9.61
CCCCNCCCOc1cc(Cl)ccc1Cl,10.33
N#Cc1ccccc1OCCCNC1CCCC1,10.45
Cc1cccc(C)c1OCCN1CCOCC1,6.58
CCOc1ccc(Br)cc1CSC(=N)N,10.54
CN(C)C1=NCC(CSC(=N)N)S1,10.61
COc1ccc(OCCCn2ccnc2)cc1,6.53
C1=CN2CCC1C(c1ccccc1)C2,9.15
CN(C)CCCOc1ccc(Cl)cc1Br,9.26
CC(C)(CO)NCc1ccc(Br)cc1,8.97
Cc1ccc(SCCNCc2ccco2)cc1,8.17
O=C(CCN1CCCC1)Nc1ccccc1,9.45
CCc1ccc(CNCCNCC(C)O)cc1,9.28
O=S1(=O)CCC(NC2CCCC2)C1,9.02
Brc1cccc(OCCN2CCOCC2)c1,6.59
CCN(CC)c1ccc2c(c1)CCCN2,7.59
Cc1cccc(CNCCc2ccccc2)n1,8.81
Cc1ccc2c(c1)nc(NCCO)n2C,7.0
C=CCOc1ccc(CNCCO)cc1OCC,8.64
Clc1cccc(Cl)c1CNC1CCCC1,8.32
Clc1ccccc1OCCCCN1CCNCC1,9.32
COc1ccccc1OCC#CCn1ccnc1,6.69
Cc1ccc(NC2=NCCCCC2)cc1C,8.95
O=C(CCN1CCOCC1)c1ccccc1,6.25
Cc1nn(C)c(C)c1NC(=O)CCl,2.9
C1=Nc2ccccc2CN1c1ccccc1,7.31
CN(C)CCC(=O)c1ccc(F)cc1,8.3
Clc1ccc(SCCN2CCNCC2)cc1,9.23
Cn1cccc1CNCCc1ccc(F)cc1,9.35
CN(C)CCOC(=O)CCc1ccccc1,8.42
Cc1cc(C(C)(C)C)cc(C)c1N,4.48
C1=C(CCNCc2ccccc2)CCCC1,9.57
NCC1c2ccccc2CSc2ccccc21,9.64
COc1ccc(OCCn2ccnc2C)cc1,7.06
Nc1ccc[n+](Cc2ccccn2)c1,2.08
Brc1cccc(OCCN2CCCCC2)c1,8.78
Cc1ccc(Oc2ccc(N)cc2)cc1,4.32
N=C(N)NNC(=O)c1ccccc1Cl,9.79
CCN(CC)c1nc2ccccc2[nH]1,6.15
Brc1ccccc1OCCNCc1ccccc1,8.91
CCSC1=NCN(CCCC(=O)O)CN1,6.4
CC(C)Nc1nc(C2CCCCC2)no1,0.41
CNCCc1c[nH]c2ccc(F)cc12,10.32
NCCCc1c[nH]c2ccc(F)cc12,10.05
C=CCNC(=S)N/N=C/c1cccs1,1.57
CCCCCCNS(=O)(=O)NCCCCCC,0.27
C=CCNC(=S)N/N=C/c1ccco1,0.28
Cc1nccn1CCC(=O)c1ccccc1,7.35
C(=C/c1ccccc1)\Cn1ccnc1,6.76
C/C(=N\NC(=N)N)c1ccccc1,8.99
O=C(Nc1cccnc1)c1ccccc1F,4.37
CCCCn1c(-c2ccccc2)cnc1N,8.37
Cc1ccc(-c2cnc(N)n2C)cc1,8.43
COc1ccc(CCNc2ncccn2)cc1,3.42
CCCCCCCCCCCCCCNc1ncccn1,3.43
Nc1nc(-c2ccc(Cl)cc2)cs1,4.07
Oc1ccccc1-c1nc2ccccc2s1,1.79
Cc1sc(-c2ccccc2O)nc1C=O,1.08
CCNCCc1cccc(C(F)(F)F)c1,10.13
O=C1c2ccccc2CCc2ncccc21,4.44
NC(CCC1CCCCC1)P(=O)(O)O,10.24
CCC(C)C(N)C(O)P(=O)(O)O,10.24
Oc1c(Cl)cccc1N1CCCCCCC1,3.39
Oc1ccccc1N1CCCC2CCCCC21,4.75
Oc1c(Br)cccc1N1CCCCCCC1,3.02
COc1ccc(O)c(N2CCCCC2)c1,3.38
NC(CS/C(Cl)=C/Cl)C(=O)O,9.05
O=C(NCN1CCOCC1)c1cnccn1,4.0
O=C(O)c1cc(N2CCCC2)ccn1,7.64
O=C(Cn1cncn1)c1ccccc1Br,2.22
c1cn(CCCNC2CCCCCCC2)cn1,10.86
Nc1ccccc1/C=C/c1ccccc1N,4.41
Cn1nccc1NC(=O)COCC(=O)O,1.94
CCOC(=O)c1cncc(C#CCO)c1,2.3
Cc1cc(Cl)ccc1OCCn1cncn1,2.02
Nc1nc(S)c2[nH]c(S)nc2n1,2.2
COc1ccccc1N=C(S)N1CCCC1,7.75
c1ccc2sc(N3CCNCC3)nc2c1,8.67
Cc1nn(CC(=O)O)c2ccccc12,2.34
CC(C(=O)O)n1nnc2ccccc21,0.45
Cc1ccc(OCCN2CCOCC2)cc1C,6.75
CC1CC(C)(C)NC2(CCCC2)N1,8.64
COc1cc(N)c(Br)cc1C(=O)O,1.39
Cc1ccccc1CC1SC(N)=NC1=O,0.9
Sc1ncnc2c1ncn2-c1ccccc1,1.36
NC(Cc1ccccc1)c1nn[nH]n1,7.64
CCOC(OCC)c1cc2ccccc2cn1,3.01
Clc1ccc2c(c1)nc1n2CCCC1,5.56
Cc1ccc(N=Cc2sccc2C)cc1C,2.16
Cc1noc(C)c1Cc1ccc(O)cc1,1.69
Cc1ccccc1OC(=O)c1cccnc1,3.21
Cc1nonc1NC(=O)Nc1cccnc1,4.33
N=C(N)N1Cc2ccccc2C(O)C1,11.79
Clc1ccc(C=Cc2ccccn2)cc1,4.67
Cc1nnc(SCCc2ccccc2)nc1O,2.07
O=C(c1ccccc1)c1ncc[nH]1,4.25
O=C(CN1CCOCC1)Nc1ncccn1,4.61
Cc1nc2ccccc2nc1N1CCCCC1,2.87
NC(C(=O)O)C1ON=C(Cl)C1O,7.91
Cc1cc(Nc2ccccc2)nc(N)n1,7.31
C(=NOCc1ccccc1)c1ccncc1,4.01
Cc1cccc(Nc2ncnc(N)n2)c1,5.43
N#CCCCc1cc2cc(F)ccc2cn1,4.72
c1cc(CNCCCN2CCOCC2)ccn1,8.95
CC1c2ccccc2-c2ccccc2N1C,3.32
Cc1cc(C)c2c(C)n[nH]c2n1,2.85
Cc1cccc2nc3c(nc12)CCCC3,2.53
c1ccc2sc(N3CCCCC3)nc2c1,2.55
CC1(C)CCC(=NNC(N)=S)CC1,2.91
Cc1nc(O)c2[nH]c(S)nc2n1,1.23
Cc1ccc(CN2CCC(=O)N2)cc1,1.15
CC(C)C(=O)Nc1nnc2n1CCS2,0.4
CCOc1ccccc1C=NN1CCCCCC1,3.83
C1CCN=C(Nc2nn[nH]n2)CC1,1.96
Nc1nc(N)c2[nH]c(S)nc2n1,5.31
CNCC(=O)Nc1c(C)n[nH]c1C,8.41
CC(=O)Nc1ccc2sc(C)nc2c1,2.97
COc1cccc(CN2CCSCC2)c1OC,7.21
CCNC(=O)C(=O)NCc1ccncc1,5.02
Nc1ccc(C(=O)c2cccs2)cn1,5.34
C(=NOCc1ccccc1)c1cccnc1,4.3
CNc1ncnc2c1cnn2C1CCCCO1,3.79
Nc1ccc(CCCCc2ccccc2)cc1,4.78
O=C(NCc1ccccc1)c1cccnc1,3.62
Fc1ccccc1CNC1CN2CCC1CC2,8.71
CCc1nc2ccccc2n1CCC(=O)O,6.06
CCCN1C2=NCCCN2c2ccccc21,9.38
Nc1ccc2c(ccc3cccnc32)n1,4.7
CCOCCCNCc1cc(Cl)ccc1OCC,8.68
O=C(CN1CCCCC1)c1ccccc1F,6.26
COCCCNc1cc(C)nc2ccccc12,8.75
O=C(NCC1CCNCC1)c1ccncc1,10.05
N#Cc1c(Cl)cccc1-n1ccnc1,6.02
CC(=O)c1cnc2cc(C)nn2c1C,2.33
COc1cc(CCN)c(OC)c(OC)c1,9.66
NCC[C@@H](N)CSP(=O)(O)O,10.53
O=C(O)CCCSc1nc2ccccc2s1,1.1
C[C@@H](CSC(=N)N)C(N)=O,10.58
Nc1nc(SCC(=O)O)nc(O)c1N,3.83
COCCOCCNCC1COc2ccccc2O1,8.68
CC(C)(c1ccccc1)N1CCCCC1,9.98
NC1(c2ccccc2Cl)CCCNC1=O,7.58
Cc1n[nH]c2cc(F)cc(F)c12,2.62
Cc1n[nH]c2c(F)c(F)ccc12,3.0
Oc1n[nH]c2cc(F)cc(F)c12,0.77
Oc1n[nH]c2c(F)c(F)ccc12,1.16
O[C@H](CCl)CNc1ccccc1Cl,2.82
O=NN1C2CC(O)C1c1ccccc12,2.68
NCc1ccc(-c2c[nH]cn2)cc1,9.21
CCCCCCCCNCc1nc2ccccc2o1,8.15
CCCCCCCCNCc1nc2ccccc2s1,8.54
Cc1nc2ccccc2c2cc[nH]c12,4.13
Nc1ccccc1SCc1ccc(Cl)cc1,3.32
O=C(O)CNCCSc1ccc(Cl)cc1,9.92
O=C(O)CNCCOc1ccc(Cl)cc1,9.85
Cc1ccc(C(C)NNC(N)=S)cc1,3.88
O=C(O)CNCCSc1ccc(Br)cc1,9.92
O=C(O)CNCCSc1cccc(Br)c1,9.91
NCc1ccc(SCCNCC(=O)O)cc1,10.01
Cc1cc(-c2ccccc2)nc(N)n1,4.88
O=C(O)C1Cc2cncn2C(=O)N1,2.21
CCOP(=O)(OCC)C1CN1C(C)C,3.92
C1=CN2CC(c3ccsc3)N=C2S1,5.32
C1=C(c2ccsc2)N2CCN=C2S1,5.47
C1=CN2CC(c3cccs3)N=C2S1,5.1
NCC(NO)c1c[nH]c2ccccc12,8.52
O=[N+]([O-])OCCN1CCNCC1,9.22
O=[N+]([O-])OCCC1CCNCC1,10.36
c1cncc(CC2CC3CCN2CC3)c1,9.04
c1ncc(CC2CC3CCN2CC3)cn1,8.66
O=C(O)/C=C/CCc1ncc[nH]1,7.33
O=C(O)/C=C/CCc1c[nH]cn1,6.74
COc1ccc2c(c1)CCC/C2=N\O,2.6
NNc1nc2cc(Cl)cc(Cl)c2o1,3.56
Oc1ccccc1/N=C/c1ccccc1F,0.35
O/N=C(\CBr)c1ccc(Br)cc1,1.06
COc1ccc(C#Cc2nccn2C)cc1,5.1
Cc1ccccc1-c1nc2ccccc2s1,2.05
CCCCCCSC[C@@H]1CCC(O)N1,9.9
NC(=S)N/N=C/c1cccc(F)c1,1.77
NC(=S)N/N=C/c1ccc(F)cc1,1.92
NNC(=O)c1cc2ccccc2oc1=O,2.91
Nc1ncc2c(n1)-c1ccoc1CC2,3.36
CCCc1[nH]c2ccccc2c1CCNC,10.31
Cn1c2ccccc2c2ncnc(N)c21,3.19
Nc1ncnc2sc3c(c12)CCCCC3,3.92
CNc1ncnc2sc3c(c12)CCCC3,3.83
CC1CCCc2sc3ncnc(N)c3c21,3.9
COC/C(=N/O)c1ccc(OC)cc1,1.81
Cc1ccccc1C(=O)Nc1ccccn1,2.69
O=C1C=CC(=O)N1Cc1ccncc1,5.02
c1ccc(OCCCCN2CCOCC2)cc1,7.56
O=C(NN=Cc1ccccc1O)C1CC1,1.39
Cc1cccc(/C=C/c2cccs2)n1,5.35
Cc1ccc(C(O)c2ccncc2)cc1,4.98
CC(=Nc1ccccc1)Nc1ccccc1,8.09
OC1CNc2c(ccc3ccccc23)C1,3.37
Brc1cccc(CNCc2ccncc2)c1,8.07
CCCCCCNCC1OCc2ccccc2CO1,9.2
Cc1cc(Cl)c2ccc(Cl)cc2n1,3.25
Cc1nn(CC(=O)NN)c(C)c1Br,3.59
COC1OC(CO)C(N=C(C)C)C1O,4.86
O=C1CCCCC1Nc1ccc(Cl)cc1,2.69
COc1cc(OC)cc(C(=N)NO)c1,8.36
Cc1nc2c(C)cccc2c2c1CCS2,5.49
CCCSc1nnc2nc(O)cc(N)n12,0.12
CC1(C)CN=C(c2ccccc2)NC1,10.04
c1ccc2c(c1)CNCc1cnnn1-2,7.4
CCNc1nc(NOC)nc(OCC#N)n1,4.3
c1ccc(CNC2CC3CCC2C3)cc1,9.87
CCCN1CCC(=O)N(CCC#N)CC1,8.25
CC1CCCC(NC2CCCCNC2=O)C1,9.56
C=CCNC(=O)Nc1ccc(Cl)cn1,1.95
S=C(NCc1cccnc1)c1ccccc1,4.82
O=C(NCCN1CCOCC1)c1cccs1,5.55
CC(C)CNc1ncnc2[nH]cnc12,4.07
CSc1nccc(Oc2ccccc2Cl)n1,3.72
c1cncc(-c2nnc3n2CCC3)c1,3.98
CN(C)CCn1c(N)nc2ccccc21,9.02
Cc1nc(Cc2ccccc2)sc1CC#N,2.7
Cc1ccnc2c(Cl)ccc(Cl)c12,3.02
C(=C/c1ccccn1)\c1ccccc1,4.67
N=c1c2c3c(sc2ncn1N)CCC3,5.88
O=C1C=CC(=O)N1Cc1cccnc1,4.81
N#CC(C#N)c1ccnc2ccccc12,3.26
Cn1ccnc1C(=O)c1ccccc1Cl,3.84
Cc1cccc(C)c1Nc1cn[nH]c1,2.03
O=C1CCCCC1Nc1ccc(Br)cc1,2.86
Brc1ccccc1OCCCCN1CCCCC1,9.75
CCOC(=O)NC1=NCC(C)(C)S1,5.12
OC(COc1ccccc1)CN1CCCCC1,8.83
Fc1ccccc1N=C(S)N1CCCCC1,4.3
Oc1ccccc1/C=N/Cc1ccccc1,5.75
Cc1ccnc2c(Cl)c(Cl)ccc12,3.05
CCCN1CCC(NC(=O)CC#N)CC1,8.84
Cc1cc2c(NCC(C)O)ncnc2s1,4.0
CN1CCN(c2cnc(O)nc2O)CC1,7.04
C(=Nc1ccccc1)c1ccc[nH]1,2.51
Cc1ccc(O)c(CNn2cnnc2)c1,1.58
NCC(=O)c1c[nH]c2ccccc12,7.26
COc1cccc(NC2=NCCCCC2)c1,8.4
CCN(CC)CCOCCn1c(C)ccc1C,9.41
O=C(NC1=NCCS1)c1ccccc1F,4.68
Cc1nnc(NC(=O)C2CCCC2)s1,0.05
NC(=O)c1ccc(N2CCCC2)nc1,4.89
Cc1ccc(CNCc2ccccc2Cl)s1,7.9
CCNc1ncnc2c1cnn2C1CCCO1,3.76
Nc1ccc2c(Cl)cc(Cl)cc2c1,3.58
Nn1c(SCc2ccccn2)nncc1=O,3.53
Oc1cccc(C=NNc2ccccn2)c1,4.77
CCSc1nc2ccccc2n1CC(=O)O,4.36
Cc1nc(O)cc(CN2CCCCC2)n1,7.29
CCOC(=O)C(Cc1ccnnc1)=NO,2.33
Clc1ccc(OCCN2CCOCC2)cc1,6.58
COc1ccccc1CNc1cccc(C)n1,7.36
CC1CCCN(Cc2cnc(Cl)s2)C1,7.13
Nc1[nH]ncc1-c1ccc(F)cc1,3.72
Clc1c2c(nc3ccccc13)CCC2,4.21
OC(Cc1ccncc1)c1ccccc1Cl,5.38
CC(C)CN1CCN=C1Nc1ccccc1,10.35
Oc1nc2ccccc2n1Cc1ccccc1,2.83
C(=NOCc1ccccc1)c1ccccn1,2.76
NC1(CO)COC(c2ccccc2)OC1,8.73
Cn1cccc1C(=O)NCc1ccccn1,4.14
COc1ccc(N=Cc2ccccc2)cc1,3.11
Cc1ccccc1CNCCCSc1nnnn1C,9.4
O=C(NCc1ccccn1)C1CCCCC1,4.14
NCC(=O)c1ccc(Cl)c(Cl)c1,7.28
Oc1cnnc(Nc2cccc(F)c2)n1,2.2
Cc1ccnc2cc(Cl)cc(Cl)c12,3.78
OC1C2CCC(C2)C1CN1CCOCC1,7.93
CNC1(c2ccc(F)cc2)CCCCC1,9.63
CCN(CC)C(=O)c1ccc(N)cc1,3.45
CCSC1=NN1c1cc(C)nc(N)n1,4.63
COc1ccc(OC)c2c(C)ccnc12,4.16
CC(C)(C)NCCCCOc1ccccc1F,10.8
O=C1C=CC(=O)N1Cc1ccccn1,4.12
Cc1cc(-c2ccccc2)cc(O)n1,0.72
CC1(CO)COC(c2ccccc2)=N1,2.58
Cc1nc2cc(CC(=O)O)ccc2o1,0.93
Oc1cc(NC2CCCCC2)nc(O)n1,1.5
CNc1ccc(C=C2C=CC=C2)cc1,4.57
OC(COc1ccccc1)CN1CCOCC1,6.63
Cn1ncc2c(N)nc(NCCO)nc21,5.71
O=C(Cc1cccs1)NCc1cccnc1,4.82
NC(=NO)c1ccccc1N1CCCCC1,5.19
Cc1cc(C)c2c(O)[nH]nc2n1,0.07
COCN1C=Nc2cccc3cccc1c23,5.55
CC1CC(S)NC(C2=NCCCC2)N1,6.78
Cn1ccnc1SCC(=O)NC1CCCC1,4.97
CC(C)Nc1[nH]cnc2nncc1-2,0.81
CCn1nc(C)c(CCC(=O)O)c1C,3.29
Nc1c(Br)cc(Br)c2cccnc12,2.46
Nc1cc(Cl)nc(C(=O)O)c1Cl,4.97
O=C(O)c1cccnc1Oc1ccccc1,1.37
COc1cc2ccnc(C=O)c2cc1OC,4.82
CCOc1ccc(Br)cc1CN(CC)CC,8.38
CCOC(=O)CCNCc1ccc(F)cc1,8.56
CN(C)CC1(c2ccccc2)CCCC1,9.3
CC12CCC(C(N)C1=O)C2(C)C,8.15
CCN(CC)CCOC(=O)c1cccnc1,8.96
CCC(CO)NCc1ccccc1OC(C)C,8.53
CC(C)CNC1CS(=O)(=O)CC1O,8.53
Cc1ccccc1CNCCCSc1ncccn1,9.4
CC(C)(C)N1Cc2ccccc2C1=N,9.68
OCCN1C2=NCCCN2c2ccccc21,8.71
N=C(N)NCC(O)c1cccc(O)c1,11.88
N=C(N)NCCc1ccc(F)c(O)c1,12.32
C[C@@](N)(/C=C/I)C(=O)O,9.17
COc1ccc(-c2cnn[nH]2)cc1,0.7
O=C1CN2CCC[C@H]2C(=O)N1,5.54
NNC(=O)c1nc(Cl)c(N)nc1N,2.69
O=C1NC(=O)C(c2cccnc2)N1,4.73
C=C(C)C(C)N(O)c1ncccc1C,5.9
Cc1cccc(N2OC3C=CC2C3)n1,5.16
Nc1cncc(-c2cnc(N)nc2)c1,5.17
COc1cccc(C[C@@H](C)N)c1,9.99
Nc1cnccc1NC(=O)c1ccccc1,6.03
CC[C@H](CO)NCc1ccccc1OC,8.54
COc1ccc(CCN2CC=CCC2)cc1,8.87
CCCCCCCCCCCCCCC1=NCCCC1,9.46
Nc1ncc(Cc2ccc(Cl)cc2)s1,5.32
CCCCCOc1cc(C(C)=O)ccc1N,3.13
OC(Cn1ccnc1)c1ccc(F)cc1,6.48
O=c1[nH]cnc2cccc(Cl)c12,4.3
O=c1[nH]cnc2ccc(Cl)cc12,4.75
O=c1[nH]cnc2c(Cl)cccc12,2.3
N#Cc1ccc(Oc2cccnc2)cc1F,4.61
CC(Oc1ccccc1Cl)C1=NCCN1,9.27
CC(Oc1ccccc1Br)C1=NCCN1,9.27
COc1ccccc1OC(C)C1=NCCN1,9.27
NC(=O)N/N=C/c1cccc(O)c1,1.41
NC(=O)N/N=C/c1ccc(O)cc1,1.58
NCCCC[C@@H]1NC(=S)NC1=O,10.31
Cc1nc2ccccc2n1CC1=NCCN1,8.7
Cc1cccc2c1cnn2CC1=NCCN1,8.29
Cc1cccc2c1ncn2CC1=NCCN1,8.7
CN(C)C(/C=N/O)=N\C1CCC1,7.38
Fc1ccc(C2=CC3CCC2N3)cn1,9.78
O/N=C/C1=NCCN1Cc1ccccc1,5.57
COC1=NOC2(C1)CN1CCC2CC1,8.55
BrC1=NOC2(C1)CN1CCC2CC1,8.42
COCOc1cc(OC)ccc1C/C=N/O,2.18
Oc1cccc(-c2cccc(O)n2)n1,0.58
O=C1CNC(=O)c2[nH]cnc2N1,1.84
c1cc(-c2cn3ccsc3n2)ccn1,4.06
CC1CC(C)CC(NC2=NCCO2)C1,7.23
C/C(=N/CC(=O)O)c1ccccc1,4.46
CC1C2CC(C/C2=N/O)C1(C)C,2.53
NNc1nnc(-c2nnc(NN)o2)o1,3.69
c1cc(C2=NCCO2)c2ccsc2c1,3.98
c1coc(-c2ccc3nncn3c2)c1,2.2
NC(CCCNCc1ccccc1)C(=O)O,9.89
Cc1nnc(C)n1/N=C/c1cccs1,2.05
COc1cc2c3c(c1)CCCN3CCC2,5.69
CCc1nc2c(O)ccc(O)c2nc1C,3.23
CC12CCC(=O)N1c1cnccc1N2,7.89
CCOC(=O)c1nnsc1NC(=O)NN,2.89
CCOc1ccc2ccc3cccnc3c2n1,4.42
Oc1cc(Br)cc2cc(Br)cnc12,2.18
Nc1nc(Cl)cc(NCC(O)CO)n1,5.12
S=C(Nc1ccccc1)Nc1ccccn1,2.93
Cc1nc2cc(N)c(F)cc2[nH]1,7.97
O=C1Nc2ccccc2Nc2nnccc21,1.12
COc1cncc(C=Cc2ccncc2)c1,5.36
Oc1cc(Cl)cc2cc(Cl)cnc12,2.0
CN(CCO)CCC1COc2ccccc2O1,8.99
N#Cc1cc2ccncc2c2ccccc12,4.33
COC(=O)CCc1cccnc1/C=N/O,2.65
Oc1cc(Cl)cc2cc(Br)cnc12,2.17
Nc1ncnc2c1cnn2COCC(O)CO,3.96
Nc1ncnc2c1sc1ncnc(N)c12,3.16
N=C(N)Nc1nc2cc(N)ccc2o1,6.93
N=C(N)/N=C(\N)Nc1cnccn1,11.08
CCCNC1=Nc2ccccc2NC(C)C1,9.51
Cc1ccccc1-c1cccc2nccn12,6.26
CCOC(=O)c1nnsc1NN=C(C)C,4.32
CCN(CCO)CC1COc2ccccc2O1,8.24
C[C@H]1COC(c2ccccn2)=N1,4.14
CC1CC(=O)N2CCCNC2=C1C#N,3.38
COC(=O)c1c(N)nc2ccccn12,4.26
CCCCCCCCCCCCCCNCC(OC)OC,9.2
O=C(CN1CCNCC1)NC1CCCCC1,8.91
Brc1nc2c3ccccc3ncn2c1Br,2.77
c1cc(-c2ccoc2)n2ccnc2c1,6.23
CN1CCc2[nH]c3ccccc3c2C1,7.34
O/N=C/c1cc2c(cc1Br)OCO2,1.02
CC1(C)C(=O)C(C)(C)C1=NN,3.74
CSc1ncnc2c1ncn2CCC(=O)O,4.15
CC1(CF)SCc2nc3ccccc3n21,4.83
NNC(=O)CC(=O)Nc1ccccc1F,3.05
CN(C)CCn1cnc2ncccc2c1=O,8.32
CC(C)COC(=O)c1ccc(N)cc1,2.84
C=C(C)C(=O)/N=C(\N)NC#N,6.03
COC(=O)N/N=C/c1ccccc1Cl,0.3
Nc1cc2c3c(cccc3c1)NC2=O,2.76
CCc1nnc(CC)n1NCCCC(=O)O,2.67
CC(NC1=NCCO1)c1ccccc1Cl,6.63
COC(=O)CCC1=NCC(C)(C)O1,3.65
C=CCCC1CCCCC/C1=N\N(C)C,4.57
Cc1nc(C(=O)O)c2ccccc2n1,5.53
CN(C)/C=N/c1ccc2nonc2c1,8.52
c1ccc2c(c1)ncn2C1CCCCO1,5.38
CC12CCC(=O)N1c1cccnc1N2,5.65
Oc1ccccc1-c1nnc(S)[nH]1,1.57
Nc1nc(N)nc(-c2cnccn2)n1,5.22
CCC(=O)NCC1CCCN2CCCCC12,9.47
NCC(Cc1ccccc1)P(=O)(O)O,10.32
Cc1nc2ccc(F)cc2c2c1CCO2,5.93
CSc1nc(C)c(CCCl)c(Cl)n1,2.2
CC(=O)OCCc1cccnc1/C=N/O,2.65
Oc1ccccc1/C=N/Nc1ccccc1,4.82
CC12CCC(=O)N1c1cncnc1N2,4.47
Nc1nc2ccc3ccccc3c2[nH]1,7.97
Nc1nccc(NCC2(CO)CCC2)n1,7.43
Cc1ccc(C)n2c1nc1ccccc12,6.33
CN(C)/C=N\c1cccc2c1NSN2,8.97
C#CCNC(Cc1ccccc1)C(=O)O,8.16
O=C1Nc2ccccc2Nc2ccncc21,6.54
CC(C)C1SCc2nc3ccccc3n21,4.87
CC(NCCS(=O)(=O)O)C(=O)O,9.59
Nc1cc(N)cc(Cc2ccccc2)c1,5.43
CNc1nc(SC)nc2c1c(N)nn2C,3.85
CCOc1ccncc1[N+](=O)[O-],3.11
CC1CN=C(Nc2cccc(F)c2)S1,5.83
OC1(c2ccccc2)CSc2ncnn21,0.48
CC(=O)C1CCN(c2ccccc2)C1,4.48
NC(=O)C1C(=O)Oc2cccnc21,2.72
NC1=Nc2ccccc2Sc2ccccc21,6.34
COC(=O)CCN1CCN(CCO)CC1C,8.12
Nc1nnc(-c2ccccc2)c(N)n1,6.08
CCOP(=O)(OCC)C(C)(CC)NC,7.93
COC(=O)CC[N+]1([O-])CC1,2.51
NC(=O)c1ncn2c1CNC(=O)C2,3.16
CN(C)/C=N/CC(O)c1ccccc1,10.63
Cc1nc2ccc(F)cc2c2c1CCS2,4.61
COc1nc2[nH]ccc2c(=O)n1C,3.11
Oc1cc(Br)cc2cc(Cl)cnc12,2.0
CCOC(=O)CC1=CSC2=NCCN12,6.01
CCCCNC1=C2C(=O)NN=C2CO1,2.16
CC1=NNC(=O)C2CCC(=O)N12,1.09
N=C1CCCC1C(=S)SCCC(N)=O,8.87
O/N=C\c1c(O)ccc2ccccc12,2.29
Cc1ccc(/C=N/N2CCCCC2)o1,2.07
O/N=C/c1ccc2cccc(O)c2n1,2.47
CCN(CCO)CC1CCCC2CCCCC21,10.05
CCNc1cc2c3c(c1)CCN3CCC2,6.78
NC1CC(=O)c2c(I)sc(I)c21,8.14
O=C(NN=C1NCCCN1)c1ccco1,4.03
CCCCCN1CCN(c2ncccn2)CC1,8.03
CN(C)CC1CCCc2ccccc2C1=O,8.58
NCc1ccc(-c2ccc(CN)s2)s1,8.86
CC(C)=C1CCC(CN(C)C)C1=O,8.86
CC(N)Cc1ccc(C(=O)Cl)cc1,9.75
CN1CC=C(C#CC(C)(C)O)CC1,8.58
CCC(CN(C)C)C(=O)c1ccco1,8.36
COP(C)(=O)C(N)Cc1ccccc1,9.22
