smiles,pka
COc1cc2c(cc1O)CCN[C@@H]2C,10.04
Oc1nc2c3c(ccc2[nH]1)CCNC3,9.54
NC1CCc2c(Cl)cc(Cl)c(O)c21,6.36
Cc1c(O)c(CN)c(C)c2c1CCCC2,9.1
Oc1cc2c(cc1O)CC(NCCCl)CC2,9.81
CCCN1CCCC2CC1c1ccc(O)cc12,9.29
C[C@H]1NCCc2cc(O)c(O)cc21,9.52
N/C(=N\CCC(=O)O)c1ccccc1N,3.94
Oc1ccc2c(c1O)CCC2C1=NCCN1,10.31
Cc1c(Br)c(C)c(CN)c(O)c1Br,6.83
CCSC(=N)Nc1ccc(C(=O)O)cc1,3.74
CNCCCCOc1ccccc1Cc1ccccc1O,9.93
CN(C)C1CCc2c(O)cc(O)cc2C1,9.96
Cc1cn2cc(S(N)(=O)=O)sc2n1,8.3
Cc1c(Cl)cc(C(C)C)c(O)c1CN,8.37
Cc1c(Cl)c(C)c(CN)c(O)c1CN,6.88
CC(C)NC1Cc2ccc(O)c(O)c2C1,10.15
NCc1cc(C2CCCCC2)cc(Cl)c1O,7.06
CC(C)Cc1cc(Cl)c(O)c(CN)c1,7.1
CCCCNCc1cc(OC)c(O)c(OC)c1,8.85
Cc1c(O)c(CN)c(Cl)c(C)c1Cl,7.78
N[C@H]1CC(O)C[C@H]1C(=O)O,3.77
Oc1c(Cc2ccccc2)nc2cnccn12,10.89
Oc1nc(O)c(Cl)c(N2CCCC2)n1,10.98
Oc1c(-c2ccccc2)nc2cnccn12,10.75
NCC(O)c1ccc(O)c(C(=O)O)c1,2.68
O=C(O)CC[n+]1ccccc1/C=N/O,3.08
O/N=C/c1cccc[n+]1Cc1cccs1,7.43
O/N=C/c1cccc[n+]1Cc1ccsc1,7.49
CN(CCBr)P(=O)(O)OCC1CCCO1,2.56
Nc1cc(-c2cccnc2)c[nH]c1=O,11
O=C(O)c1ccc(-c2ccccn2)nc1,3.78
Nc1c(NCCCC(=O)O)c(=O)c1=O,4.1
CCSCCCSP(=O)(O)OP(=O)(O)O,2.04
O=P(O)(O)OP(=O)(O)SCCCCCl,2.04
CCCCCCN1Cc2cc(C)ccc2NC1=S,11.01
C=C(NC(C)=O)C(=O)CCC(=O)O,4.24
Nc1ccc2nc(Nc3ccccc3)sc2c1,13.3
O=C(O)C[C@@H]1SC(=O)NC1=O,3.5
CCCCCc1cc2c[nH]c(=O)nc2o1,8.27
CN(CC(=O)O)C(=O)CNC(=O)CN,3.53
O=C(Nc1ccc(O)cc1)C1CCCCC1,9.46
CC(C)CCS[S+]([O-])CCC(C)C,7.93
O=C(O)[C@H]1C[C@@H](O)CN1,1.64
CC(=O)NCCCC[C@H](N)C(=O)O,2.43
N[C@H](C(=O)O)c1ccc(O)cc1,1.74
O=C(O)C(c1ccccc1)c1ccccc1,4.43
O=S(=O)(O)CCN1CCN(CCO)CC1,-1.34
Cn1cnc(C[C@H](N)C(=O)O)c1,1.92
N[C@@H](CCc1ccccc1)C(=O)O,2.55
CCCCCCCCC[C@@H](O)CC(=O)O,4.67
O=C(O)[C@@H]1C[C@H](O)CN1,1.64
CS(=O)(=O)Nc1cccc2cccnc12,7.25
Cc1cnc(NC(=O)c2ccccc2O)s1,7.9
Cn1ccc(=O)c(S(N)(=O)=O)c1,8
Oc1ccc(Oc2ccc(Cl)cc2O)cc1,7.7
Oc1ccc(F)cc1/C=N/C1CCCCC1,8.63
CN(C)CCC/N=C/c1cc(F)ccc1O,8.54
Oc1ccc(F)cc1/C=N/c1ccccn1,8.55
CC(C)C1CC12NC(=O)N(C)C2=O,11.61
CC(C(=O)C1SCCCS1)c1ccccc1,11.56
COc1ccc(C(C)(O)CN(C)N)cc1,13.91
O=C(Nc1ncc(F)s1)c1ccccc1O,7.9
Cc1ccccc1C1=NN(C(N)=S)CC1,11.7
Cc1ncc(OP(=O)(O)O)c(C)c1O,1.52
CCc1cc(C(=O)N(CC)CC)ccc1O,8.77
CN1CCN=C1c1cc2cc(O)ccc2o1,9.46
S=C(Nc1ccccn1)Nc1ccccc1Cl,12.84
Oc1cc2cc(C3=NCCN3)oc2cc1O,8.35
C#CCNS(=O)(=O)c1ccc(N)cc1,10.9
CSc1nc2[nH]nc(N)c(=O)n2n1,3.18
CC1=NN(C=O)C(c2ccccc2O)C1,9.17
CCCCS(=O)(=O)CCC(N)C(=O)O,1.91
Oc1ccc2c(c1)Oc1ccccc1N=C2,8.86
CCCCS(=N)(=O)CCC(N)C(=O)O,2.18
COc1cc(O)cc(-c2ccccc2O)c1,9.09
CCCCCCCC[C@@H](O)CCC(=O)O,4.71
CCCCCCCCSCc1cc(=O)c(O)co1,9.59
Cc1ccc2oc(Nc3ccccc3)nc2c1,11.01
O=C(O)CCC(=O)Nc1ccc(O)cc1,3.83
Nc1nccnc1N1CCC(C(=O)O)CC1,4.12
CCCCCCCCCCc1ccc(O)c(O)c1O,9.09
Oc1ccc(CCc2ccc(F)cc2)cc1O,9.5
CC(=O)c1cc2ccc(=O)oc2cc1O,7.44
O=C(O)c1[nH]c2ccccc2c1CCS,3.44
CC(=O)Nc1nnc(-c2ccccc2)s1,7.01
Cc1ccccc1OCC(=O)Nc1ccncc1,12.32
O=C1CNC(=O)/C1=C\N1CCCCC1,11.79
c1ccc2sc(NN=C3CCCC3)nc2c1,11.11
Cc1nc(-c2ccccc2)cn(O)c1=O,6.04
Nn1c(S)nnc1C1COc2ccccc2O1,7.29
CC(=O)NCCc1nc2ccccc2[nH]1,11.81
O=C(CSc1ccccn1)Nc1ccccc1F,11.66
Cc1nnc(SCC(=O)Nc2nccs2)o1,7.86
Cn1cccc1C(C#N)c1ccccc1C#N,10.41
Cc1ccc(CN2C(=O)CNC2=S)cc1,11.06
CCn1ccc(C(=O)NC2=NCCS2)n1,10.96
CC(C)Sc1nc(O)c2c[nH]nc2n1,8.77
O=C(O)c1[nH]nnc1-c1ccccc1,3.37
O=C(Nc1cnccn1)Nc1ccccc1Cl,10.29
O=C(Cc1ccon1)c1ccc(O)cc1O,7.84
O=C(CCCOc1ccccc1)Nc1nccs1,7.98
O=C(CNc1ccccc1)NN=C1CCCC1,11.74
Oc1nc(N2CCOCC2)nc2c1CCCC2,12.72
N#CC(c1ccccc1)c1ccc(O)nn1,7.6
N#CC(c1ccc(O)cc1)N1CCOCC1,9.47
Cc1nn(C)c(C)c1/C=C/C(=O)O,4.13
Sc1nc(C2CCCCC2)nc2ccccc12,8.07
C=CCNC(=O)C1CC=CCC1C(=O)O,4.53
CCCC(=O)Nc1nnc(C2CCCO2)s1,6.88
CCc1nnc(S)n1N=C1CCC(C)CC1,7.82
Oc1cc(CCl)nc2nc3ccccc3n12,11.91
C=CCCCCCCCCC(=O)Nc1ncccn1,11.01
O=C(O)c1ccccc1NN=C1CCCCC1,3.02
COc1cc(CNc2ccccc2SC)ccc1O,9.93
CC1Cn2c(nnc2-c2ccccc2O)S1,8.94
Cc1ccccc1OCC(=O)NCCC(=O)O,3.84
CC(=O)Nc1ccc(SCC(=O)O)cc1,3.64
CCC(C)(C)N=C(S)Nc1ccccc1C,7.33
Cc1cc(O)nc(SCC(N)=O)c1C#N,9.97
N#Cc1ccccc1NC(=O)Nc1cccs1,9.83
Cc1cccc(NC(=O)c2ccoc2C)n1,13.94
O=C(NC(=S)N1CCCCCC1)C1CC1,9.78
O=C1Nc2ccccc2C1=NN1CCOCC1,9.93
O=C(O)c1nc(N2CCCC2)ncc1Cl,0.96
COc1ccccc1N=C(S)NC1CCCCC1,6.49
Cc1csc(NC(=O)c2cccnc2O)n1,9.67
CCOC(=O)CSc1ncc(OC)c(O)n1,12.66
Oc1ccccc1CNc1ncc(Br)cc1Br,9.23
Nc1cc(=O)c2n[nH][nH]c-2n1,5.49
Fc1ccccc1N=C(S)Nc1ccccc1F,6.32
CC(=O)c1ccc(N2CCOCC2)cc1O,9.29
S[C@@H]1CCCN(Cc2ccccc2)C1,10.05
CCN(CC)Cc1oc(CO)cc(=O)c1O,9.39
CCC(=O)NNc1nc2c(F)cccc2s1,11.99
N[C@H](CCP(=O)(O)O)C(=O)O,1.62
CCOC(=O)CC1Sc2ccccc2N=C1S,5.42
Oc1nnc(-c2cccs2)c2ccccc12,8.42
COc1ccc2sc(C)nc2c1NC(C)=O,11.17
O=C(O)CCNC1=Nc2ccccc2CCC1,4.06
O=C(NCc1cccnc1)c1ccccc1Br,13.5
O=C(Cn1cncn1)NCc1ccccc1Br,13.23
O=C(O)CC1CC(c2ccccc2)=NO1,4.13
CC(C)N1CCc2nc(S)nc(O)c2C1,9.38
Oc1c2c(nn1-c1ccccc1)CCCC2,6.55
CCCSC(S)=NC1CCS(=O)(=O)C1,6.29
COc1ccccc1Oc1ccccc1C(=O)O,3.59
Cc1ccc(C(=O)Nc2ncccc2O)o1,8
CCOP(=O)(Nc1ccc(C)cn1)OCC,12.46
O=C(O)/C=C/c1ccc2ccccc2n1,3.35
CCc1ccc(NC2=NC(=O)CS2)cc1,4.9
CCn1ccnc1C(O)c1cccc(OC)c1,12.76
C=C(C)CN=C(S)Nc1cccc(N)n1,5.51
NNC(=O)c1ccc(CN2CCCCC2)o1,10.74
O=C(O)c1cc(Cl)c2ccccc2c1O,2.5
COc1ccc2[nH]c(C(C)O)nc2c1,11.45
CC(=O)Nc1cccc(Cl)c1C(=O)O,2.55
CCCCC(=O)NNC(=S)NC(=O)CCC,9.62
CC(=N)c1c(O)oc2ccccc2c1=O,1.4
CC(C)COCc1ccc(O)c2ncccc12,8.81
O=C(O)C1Cc2ccccc2N2CCCC12,4.72
O=C(Cc1nnn[nH]1)c1ccccc1O,3.27
CCOc1ccccc1C(S)=NC1CCCCC1,8.03
CCCCCCCCOc1ccc(C(=O)O)cc1,4.36
Nc1nonc1-c1nc2ccccc2[nH]1,9.3
CCCCC(CC)COC(=O)c1ccccc1O,9.72
CN=C(S)Nc1ccccc1-c1ccccc1,7.36
COc1ccccc1Nc1nc(C)cc(C)n1,13.03
Oc1ccc(-c2n[nH]c(S)n2)cc1,7.6
CCCCN1CN(Cc2ccccc2)CN=C1S,7.33
O=C(CSc1nnc(O)nc1O)NC1CC1,9.92
CCc1nc2ccccc2c(C(=O)O)c1C,2.44
COc1cccc(NC(=O)CC(C)=O)c1,10.78
COc1ccccc1CN1CCCCC1C(=O)O,1.56
O=C1c2ccccc2NC2(CCCC2)N1O,7.37
CC(N)(Cc1ccc(O)cc1)C(=O)O,2.06
Cc1nc2ncnn2c(C)c1CCC(=O)O,3.79
CC(=O)CSc1[nH]cnc2ncnc1-2,5.3
NN=C(S)Nc1c(Br)cc(F)cc1Br,6.16
O=C(NCc1cccnc1)Nc1ccccc1F,11.51
O=C(O)C1Oc2cc3ccccc3cc2O1,2.98
Cc1c(O)c(=O)ccn1Cc1ccccc1,11.77
O=C(Nc1nc[nH]n1)c1ccccc1O,7.89
N#Cc1ccsc1NC(=O)CN1CCCCC1,10.14
CCCCCCSc1nsc(NC(=O)CCC)n1,6.89
Oc1ccnc2cc(C(F)(F)F)ccc12,10.57
O=C(O)/C=C/C(=O)Nc1cccnc1,2.88
COCc1nnc(NC(=O)c2ccco2)s1,7.05
O=C1CCCC(=O)N1c1ccc(O)cc1,9.03
COC(=O)Nc1cc(C)nc2ccccc12,12.6
COC(=O)c1c(O)nc2ccccc2c1N,11.93
Cc1cc(-c2ccc(Cl)s2)[nH]n1,13.08
CC(=O)NNC(=O)c1cc2sccc2s1,7.82
Oc1nc(C(F)(F)F)nc2ccccc12,11.76
Cc1cc(C)nc(NC(=O)C(C)C)n1,10.99
CCCCOc1ccc(S(N)(=O)=O)cc1,10.5
N=C(N)NC(=S)Nc1ccc(Cl)cc1,12.63
CC1CC(=O)NN1C(=O)c1ccccc1,11.03
O=C(O)c1cccnc1Sc1ccccc1Cl,3.65
Oc1nc2ccccc2c2oc(CCl)nc12,10.27
Oc1ccccc1CNc1cnc2ccccc2c1,9.23
COc1cnn(C2CCCCC2)c(=O)c1O,7.5
CSc1nc(O)c2c3c(sc2n1)CCC3,11.89
OCC1(O)OC[C@@H](O)[C@H]1O,10.29
O=C(/C=C/c1cccs1)Nc1nncs1,6.97
O=C(CSCc1ccccn1)Nc1ccccc1,13.7
Oc1cc(-c2ccc(F)cc2)[nH]n1,6.11
Cc1ccccc1OCC(=O)NC1=NCCS1,10.71
NC(COc1ccc(C(=O)O)cc1)=NO,4.07
Nc1nonc1NC(=O)NN=C1CCCCC1,7.42
CC(Sc1ccc2ccccc2n1)C(=O)O,4.11
Cc1cccc(NC(S)=NCCC(C)C)c1,7.43
CCn1nnc(NC(=O)c2cccnc2)n1,10.87
O=C(Nc1ccccc1F)c1cc[nH]n1,10.68
CSc1ccc(NC(=O)CC(C)=O)cc1,10.81
NC(=S)NC(=O)/C=C/c1ccccc1,9.98
CC(C)OC(=O)CNc1nnc(S)nc1O,8.68
O=C(NNc1nc2ccccc2s1)C1CC1,12.3
CCCCCCC(C)n1[nH]c(=O)cc1N,10.03
Cc1nnc(NC(=O)c2ccccc2F)s1,7.88
CC(=O)Nc1nnc(Cc2ccccc2)s1,7.01
O=C(O)CC(c1ccccc1)n1cnnn1,3.85
C=CCSc1nc2nncc-2c(O)[nH]1,4.64
O=C(Nc1nnc2n1CCS2)c1ccco1,10.39
CC(=O)Nc1nnc(C2=COCCO2)o1,7.16
Oc1nc2ccccc2nc1CCc1ccccc1,12.17
SC1=NC2(CCCCC2)NC12CCCCC2,6.09
O=C(O)CCCC(=O)NCCc1ccncc1,4.13
CCCCOC(=O)Nc1nnc(C(C)C)s1,11.92
CCOC(=O)c1sc(NC(C)=O)cc1C,10.85
CCOC(=O)CN=C(S)n1cnc(N)n1,7.96
COc1ccc(CNc2ccccn2)c(O)c1,9.19
O=C(O)CSc1nc2ccc(Br)cc2o1,3.34
CC(Sc1cnc2ccccc2n1)C(=O)O,3.74
COc1cc(Br)c(CC(=O)O)cc1OC,2.93
Oc1ccc(Cn2ccnc2)c2cccnc12,9.51
COc1ccc(N2C(=O)CNC2=S)cc1,11.46
O=C(O)CSCc1nc2ccccc2[nH]1,4.13
CC(CCc1ccccc1)OS(N)(=O)=O,11.37
CC(=O)Nc1nc(-c2ccccc2)ns1,6.94
COc1ccc(Cl)c(NCCC(=O)O)c1,4.23
CCOC(=O)C(=O)Nc1ccc(F)cc1,10.87
Cc1ccc(SCCNS(C)(=O)=O)cc1,11.34
CC1(O)CC(=O)N(c2ccccc2)O1,11.17
O=C(Nc1cccc(O)c1)N1CCOCC1,9.21
O=C1C=C(O)c2cccc(O)c2C1=O,5.06
C=CCNC(=O)c1nn2cccnc2c1Cl,11.17
CCc1nnc(NC(=O)C2CCCCC2)s1,6.97
CC(=O)CC(=O)Nc1ccc(Cl)cn1,10.4
CCOC(=O)c1cc(C)nc(S)c1C#N,6.98
Fc1ccccc1-c1nnc(S)n1C1CC1,7.51
O=C(O)CN(CC(=O)O)c1ccccc1,3.79
O=C(O)c1cc2cc(O)ccc2[nH]1,3.6
COc1ccc(Cl)cc1NC(=O)NCCCl,11.81
Cc1ccc(C(=O)NC2=NCCS2)cc1,12.83
Cc1noc(C)c1C(=O)NC1=NCCS1,10.21
OCC1O[C@H](O)C(Cl)C(O)C1O,11.24
Oc1ncnc2scc(-c3ccccc3)c12,11.99
O=C(O)COCc1nc2ccccc2[nH]1,3.78
Cc1cc(=O)oc2c(N)c(O)ccc12,8.65
O=C(CN1CCOCC1)Nc1ccccc1Cl,12.22
NNC(=O)CCc1c[nH]c2ccccc12,13.21
O=C(O)CSc1ccc2cc(O)ccc2c1,3.94
Cc1c(C(=O)O)nnn1-c1ccccc1,2.85
CC(=O)c1cc2c(O)c(O)ccc2o1,7.79
CCn1c(S)nnc1-c1ccc(Cl)cc1,7.49
NC(CC(=O)NCCOc1ccccc1)=NO,9.95
CC(=O)C(Cl)C(=O)Nc1ccccc1,9.22
NNC(=O)CNC(=O)c1ccc(F)cc1,11.65
CCOC(=O)CCc1nc2ccccc2nc1O,11.04
Cc1ccc(C2=NCCNC2=O)c(C)c1,13.82
Cc1ccnc(Nc2nc3ccccc3o2)n1,4.2
Cc1csc(NC(=O)C2=COCCO2)n1,7.52
Cc1nnsc1-c1nc2ccccc2[nH]1,10.13
COc1ccc(Cl)cc1-c1nnc(S)o1,6.61
Cc1cc2ccccn2c1C(=O)C(=O)O,2.99
Cc1nc(-c2ccccc2)sc1C(=O)O,3.08
O=C(O)c1cccnc1SCCc1ccccc1,3.7
COC(=O)C1CSC(C)(C)C(=O)N1,10.86
C/C(=N/C1CCCCC1)c1ccccc1O,8.83
O=C(O)CCNc1ccc2c(c1)OCCO2,3.57
O=C1Nc2cc(Cl)cnc2N2CCCC12,12.43
CC1CCN(C(=S)c2ccccc2O)CC1,8.77
CCN=C(S)Nc1ccc2c[nH]nc2c1,7.11
N#CC(c1ccc(O)cc1)N1CCCCC1,9.47
Nc1ccccc1C(=O)CC(N)C(=O)O,1.19
CC1=NNC(=O)C1Cc1ccc(F)cc1,11.77
CC(c1ccccc1)n1cncc1C(=O)O,0.81
Cc1n[nH]c(O)c1N=Nc1ccccc1,2.57
NC(S)=NNC(=O)c1cccc(Cl)c1,6.64
CCc1sc(C(=O)Nc2nccs2)cc1C,10.79
CCCP(=O)(CC(=O)O)c1ccccc1,4.45
Fc1ccccc1N=C(S)NCc1ccccc1,6.8
CCCCN=C(S)Nc1cccc2cnccc12,7.15
COC(=O)NNC(=O)C1CCC(C)CC1,10.78
CCCOc1ccc(Cc2nn[nH]n2)cc1,5.74
O=C(Nc1nccs1)c1cncc(Br)c1,10.49
CCC(=O)Nc1nnc(-c2cccs2)s1,6.94
O=C(O)/C=C\C(=O)NC1CCCCC1,3.64
CCn1c(=O)[nH]c2ccccc2c1=O,11.83
CCOC(=O)c1sc(NC(C)=O)nc1C,7.85
CC(C)=NNC(=O)C1=NNC(=O)C1,11.26
O=C(O)/C=C/C(=O)NC1CCCCC1,3.89
O=C1NC(=S)N/C1=C/c1cccnc1,7.85
Cc1cc(Cl)nc(-c2ccccc2O)n1,7.29
COC(=O)c1ccccc1NC(=O)CC#N,9.79
CCN(CC)C(=O)CSc1nnc(S)n1N,7.65
Cc1cc(N2CCN(C)CC2)nc(S)n1,9.67
CC1(C)CC(=O)c2cc(O)ccc2O1,9.37
N#Cc1cn(CC(=O)O)c2ccccc12,2.48
CSc1ccccc1NC(=O)Nc1ccccc1,11.1
COc1ccc(OCc2nnc(S)n2N)cc1,7.23
CCc1c(C)nc2nc3ccccc3n2c1O,13.03
CC(C)c1nnc(NS(C)(=O)=O)s1,5.98
O=C1NN=C(CSc2nnc(S)s2)CS1,6.62
CC(C)C1N(C(=N)S)N=CC1(C)C,7.03
C=C(C)Cn1c(S)nnc1-c1cccs1,7.94
COc1ccccc1Nc1nc2c(s1)CCC2,13.44
Cc1onc(CO)c1C(=O)Nc1nccs1,9.51
CC(=O)c1cnc(SCC(=O)O)nc1C,3.34
CC(C)(C)C(=O)N=c1nc(S)ss1,5.9
Fc1ccc2nc(Nc3ccccc3)sc2c1,13.14
CC(C)n1c(S)nc2cc(Cl)ccc21,7.68
O=C1CNC(=S)N1CCc1ccccc1Cl,11.12
COc1cc(C)c(C(N)=O)c(OC)n1,13.21
Cc1cc(C)nc(Nc2nc[nH]n2)n1,5.59
Cc1ccc2[nH]c(O)c(N=O)c2c1,6.6
Cc1ccc(S(=O)(=O)NC2CC2)s1,9.08
Cn1c(S)nnc1CSCc1ccc(F)cc1,7.56
Cc1ccsc1-c1nnc(S)n1CC(C)C,8.07
Cc1[nH]c2ccccc2c1SCC(=O)O,4.4
NC(=O)NS(=O)(=O)Oc1ccccc1,3.2
Cc1ccccc1NC(=O)CSc1nccn1C,13.77
C=CCC1NS(=O)(=O)OCC1C(C)C,11.04
CC1(C)CO[C@H](CC(=O)O)CN1,4.27
CC(C)CN=C(S)NNC(=O)CC(C)O,6.59
O=C(O)c1ccc(NCc2cccs2)cc1,4.73
NC(S)=NNC(=O)c1cccc(Br)c1,6.63
O=C(O)c1ncc(-c2ccccc2)cn1,-3.86
SC1=NC2(CCCCC2)Nc2ccccc21,8.05
N#C/C(=C(/O)CCCl)c1ccccn1,6.37
Cc1cccc(NC(=O)Cc2cccs2)n1,12.01
O=C(Nc1ccc(O)cc1)N1CCOCC1,9.39
Nc1n[nH]c(N)c1N=Nc1ccccc1,13.78
C#CCSc1nc(-c2ccco2)n[nH]1,8.19
Cc1oc(C)c(C(=O)O)c1C(=O)O,4.22
CSc1nnc(NC(=O)C2CCCCC2)s1,6.91
CCCCS(=O)(=O)Nc1ccc(C)cn1,8.09
On1c(-c2ccccc2)nc2ncccc21,8.92
O=C(NCc1ccccn1)c1ccccc1Cl,13.46
CNS(=O)(=O)c1ccc2ccccc2c1,10.09
O=C1NC(c2cccs2)Nc2ccccc21,10.81
Cc1ccnc(NCc2cc(C)ccc2O)c1,9.58
Cc1cnc(NC(=O)C2CC=CCC2)s1,8.03
Cc1cc(C)nc(Nc2ccccc2Br)n1,12.44
CCOC(=O)CC(=O)Nc1cc[nH]n1,11.21
O=C1CSC(Nc2ccc(Cl)cc2)=N1,4.92
Fc1cccc(Cl)c1CSc1nc[nH]n1,9.99
Cc1nc(-c2cccs2)sc1C(=O)NN,13.29
O=C(O)CCOc1ccc2c(c1)OCCO2,3.45
O=C(CN1CCCC1)Nc1ccc(F)cc1,13.72
O=C(Cc1ccccn1)c1ccc(F)cc1,12.48
CC(CCC(=O)Nc1nncs1)C(=O)O,3.63
CCN=C(S)NN=C(S)NCc1ccccc1,6.75
CCCC(C)NS(=O)(=O)c1ccccc1,10.18
O=C(Nc1nccs1)c1ccc(Br)cc1,11.39
O=C(CC1CCCCC1)Nc1nc[nH]n1,9.79
CCN(CC)CCCNc1nnc(C)c(O)n1,9.93
CC(C)CNc1nc(S)nc(N(C)C)n1,9.49
O=C(O)CCC(=O)Nc1ccc(F)cc1,3.86
Sc1ncnc2sc(-c3ccccc3)cc12,7.86
Cc1cc(NC(=O)CCC2CCCC2)no1,9.06
CC1Sc2ccc(C(=O)O)cc2NC1=O,3.95
Cn1cccc1-c1nc2ccccc2[nH]1,11.18
CC(=O)Nc1nc(=O)c2ccccc2s1,10.71
O=C(CCCOc1ccccc1)Nc1nncs1,6.9
O=C1CNC(=O)/C1=C/c1ccccc1,11.67
O=C(CCC1CCCC1)Nc1nc[nH]n1,9.79
CCCCCC1CC(CC(=O)O)C(=O)O1,4.28
O=C(NC1=NCCS1)c1ccc(Cl)s1,10.31
CC(=O)Nc1sc2c(c1C#N)CCCC2,10.57
CCSc1nnc(NC(=O)c2ccco2)s1,7.13
CC1(C)CC(=O)c2ccc(O)cc2O1,7.8
CCOP(=O)(OCC)C(O)c1ccccc1,11.75
C=CCc1c(C)nc2ccc(C)cc2c1O,10.35
Cc1ccc(OCc2nnc(S)n2N)cc1C,7.53
Cc1cc(C)nc(SC(C)C(=O)O)n1,2.82
Cc1cc(-c2ccccc2C(=O)O)on1,3.25
C=CCn1c(O)c(N=O)c2ccccc21,10.06
O=C(O)C1CSC(CCc2ccccc2)N1,3.21
O=C(O)CCNC1C=CS(=O)(=O)C1,2.93
CCCCC1(C)Cc2ccccc2C(S)=N1,8.09
SC1=NC2(CCCCC2)Cc2ccccc21,8.09
Cc1cc(O)n(CCCO)c(=O)c1C#N,6.89
CCOC(=O)C(=O)NNc1ccccc1OC,11.16
CCc1cc2c(NCC(=O)O)ncnc2s1,3.47
Cc1nn(-c2ccccc2)nc1C(N)=O,11.01
COCc1nc(O)c2c(C)c(C)sc2n1,11.54
O=C(Nc1cccc(O)c1)c1ccccc1,9.23
Cc1ccccc1-n1ccnc1SCC(=O)O,3.83
CCC1(O)c2ccccc2-c2ncccc21,13.37
O=C1NC(=S)N/C1=C\c1cccnc1,7.85
N[C@H](COP(=O)(O)O)C(=O)O,1.2
Oc1cccc2cc(N3CCNCC3)cnc12,9.66
CCc1cc2c(cc(C(=O)O)n2C)s1,3.38
CCS(=O)(=O)NCc1cn2ccsc2n1,10.36
Nc1cc(C(=O)O)ccc1N1CCCCC1,5.41
Sc1nnc(-c2ccc3ccccc3n2)o1,7.3
Cc1c(C(=O)O)oc2c1C(O)CCC2,2.99
COC(=O)Nc1nnc(-c2ccco2)s1,11.87
CCc1n[nH]c(SCc2ccccc2C)n1,9.17
CCC1CCc2c(nc3ccccc3c2O)O1,10.44
C=CCN1C(=O)CN=C1Nc1ccccc1,10.17
S=C(Nc1cccnc1)NC1CCCCCCC1,13.34
CCc1nnc(NC(=O)Cc2cccs2)s1,6.95
OCCCN=C(S)Nc1ccc(Br)cc1Cl,6.55
Cc1ccc(Nc2nc3ccccc3s2)cc1,13.44
Cc1nc(-c2cccnc2)sc1C(N)=O,13.55
COc1ccccc1NC(=O)CN1CCCCC1,12.01
O=C1CCN(C(=O)Nc2ccccc2)N1,8.99
NC(=O)c1cccnc1Nc1ccccc1Cl,13.29
Cc1ccc(O)c(N=Nc2ccccc2)n1,7.56
O=C(NCc1ccccn1)Nc1ccccc1F,11.51
CCNC(=O)NC(=O)CSc1ccccc1F,11.79
CN(C)S(=O)(=O)c1ccc(S)nc1,7.07
Cc1ccc(NC(=S)c2ccncc2)cc1,11.18
CNS(=O)(=O)c1cccc2cccnc12,9.53
O=C(NN=C1CCCCCC1)c1cccnc1,9.67
CC(C)(C)NCc1cc2ccccc2nc1O,10.64
Cc1cc(NC(=O)c2ccccc2F)on1,11.51
Cc1ccnc(Nc2nc3ccccc3s2)n1,6.3
CC(=O)c1ccc(CCCC(=O)O)cc1,4.05
Oc1ccc2c(ccc3[nH]cnc32)c1,9.58
O=C(O)CCc1ccc(-c2cccs2)o1,4.49
Cc1onc(-c2ccncc2)c1C(=O)O,4.01
CCSc1nnc(NC(=O)c2cccs2)s1,7.63
Nc1nnc2c(n1)[nH]c1ccccc12,10.95
NC1=C(c2ccccc2)C(=O)NC1=O,9.61
CC(CCOS(N)(=O)=O)c1ccccc1,11.66
CP(=S)(Nn1cnnc1)Oc1ccccc1,6.78
CCCc1cc(C(=O)Nc2nccs2)cs1,10.86
Cc1noc(C)c1C(=O)Nc1ccccn1,13.12
CCCc1nc2c(O)nc3ccccc3c2o1,10.35
O=C(NCCc1ccncc1)c1ccccc1F,13.26
O=C(O)c1ccc2cccc(Cl)c2c1O,2.68
CC(=O)Nc1nc(C=C(Cl)Cl)cs1,8
CCCC1Cc2nc(O)c(C#N)cc2CO1,9.99
COc1cc(C(=O)O)ccc1OC(C)=O,4.02
O=C(CCCc1ccccc1)Nc1cccnc1,13.47
Nc1nc(CCl)nc(Nc2ccccc2)n1,12.73
Cc1ccc(NC(S)=NC2CCCC2)cc1,7.34
O=S(=O)(NC1=NCCC1)c1cccs1,8.45
CCn1nc(C)c(Oc2ccccc2O)c1C,8.42
CSc1ncccc1C(=O)NC1CCCCCC1,13.55
CCCn1nnc(NC(=O)c2ccco2)n1,9.93
O=c1c2ccc(O)cc2sn1C1CCCC1,7.05
O=C(O)/C=C/c1cnc2ccccc2n1,3.79
CCOc1ccc(Nc2ncnc(N)n2)cc1,13.75
CC1CCC(NC(=O)Nc2cccs2)CC1,10.78
O=C(O)C(Cc1ccccc1)n1cnnn1,3.55
Cc1cccc(C(=O)NC2=NCCS2)c1,12.67
O=C1C=C(O)c2cccc3cccc1c23,6.29
O=C(CCc1ccccc1)Nc1ccccc1F,11.97
COCc1cc(O)nc(-c2ccccc2)n1,11.75
CC1CCc2c(sc3nnnc(O)c23)C1,8.58
CNS(=O)(=O)c1cc(OC)ccc1OC,9.44
O=C(O)c1sc2cc(Cl)ccc2c1Cl,3.21
CC(C)CNc1nc(N)nc(O)c1NC=O,11.78
Sc1nc2cc3c(cc2[nH]1)OCCO3,7.64
