smiles,pka
Cc1cc(O)c(CN)c(C)c1C,8.87
Oc1cccc(-c2cccnc2)c1,9.78
CNCCc1ccc(O)c(O)c1Cl,8.07
Cc1ccsc1-c1nnc(NN)s1,13.71
OCC[n+]1ccccc1/C=N/O,7.56
CN[C@@](C)(CF)C(=O)O,1.88
NCCCC(=O)NCCNCC(=O)O,1.76
CCCCCN/N=C(\C)C(=O)O,4.43
C/C=C/C=C/C=C/C(=O)O,4.84
O=C1Cc2ccccc2C(=O)N1,7.93
NOC(Cc1ccccc1)C(=O)O,3.49
Cc1c(O)noc1-c1ccccc1,4.98
O=C(O)Cn1cnc2ccccc21,3.95
C=C1C(=O)OC=C1C(=O)O,2.61
CC(=O)Nc1sccc1C(=O)O,3.77
CNCC(=O)NCP(=O)(O)CO,1.07
CCCC(NC(=O)CN)C(=O)O,3.82
Cn1cnc2c(O)nc(N)nc21,11.59
OC(C(F)(F)F)C(F)(F)F,7.97
O=C(O)CCCCCCCCC(=O)O,4.72
O[C@H](CS)[C@H](O)CS,9.62
CC(C)[C@@H](N)C(=O)O,2.72
CC(C)N(O)C(=O)C(=O)O,2.79
N[C@@H](CCCCO)C(=O)O,2.46
O=S(=O)(O)CCN1CCOCC1,-1.52
C[N+](C)(C)NCCC(=O)O,3.47
CN(N)CC(O)c1ccccc1Cl,13.85
CCc1ccc(CCC(=O)O)nc1,4.18
O=C(O)C(O)c1ccccc1Cl,3.15
O=c1c(Cl)cccc(Cl)c1O,8.29
O=c1c(Br)cccc(Br)c1O,8.51
CN(NO)c1ccc(O)c(O)c1,9.53
NC(=S)N/N=C/C1CCCCC1,11.77
CCCSCc1cc(=O)c(O)co1,9.73
CCCCCCCCC(O)CCC(=O)O,4.71
Oc1ccc(Br)c2c1C=NCC2,8.54
CCCCCCc1ccc(O)c(O)c1,9.52
C#CCSC[C@H](N)C(=O)O,2.16
Cc1nnc(S)n1Cc1ccccc1,7.89
COc1ccc(CC(=O)O)cc1O,3.74
NC(=O)CNc1nnc(S)nc1O,8.87
CC1CCN(CCC(=O)NN)CC1,13.35
CCCCCOCC(O)CCC(=O)NN,12.85
CC(CN1CCCCC1)C(=O)NN,13.31
O=C(O)Cc1ccc2ocnc2c1,4.28
Cc1nc2c(O)cccc2cc1CO,9.35
COCC(=O)Nc1ccccc1C#N,11.71
CCCCP(=O)(O)c1ccccc1,3.08
CCOC(=O)NC1=NCC(C)S1,9.75
O=C(O)CCCNCc1ccccc1F,3.92
CCc1c(C)nc2ccccc2c1O,11.1
O=C(O)Cn1ccc2ccccc21,4.47
CCC(C)c1ccc(O)c(N)c1,10.6
CCCNC(=O)Cc1nc[nH]n1,9.72
Sc1nc2ccccc2n2cccc12,8.09
COCc1c(CCl)cnc(C)c1O,8.64
CCOCC(=O)Nc1nnc(C)s1,6.74
Cc1ccn(CCSCC(=O)O)n1,4.09
CCNc1ccc(C(=O)O)cc1N,5.67
Oc1ccc(NCc2cccs2)cc1,10.34
Cn1nc(SCC(=O)O)sc1=S,3.87
Oc1cncc(Cc2ccccc2)c1,9.21
O=C(NNC1=NCCC1)C1CC1,13.3
O=C(O)c1cccc(Cl)c1Cl,2.92
O=C(O)CCCCNCc1ccccc1,4.37
NNC(=O)c1cn2ccccc2n1,12.48
NC(S)=Nc1nc2ccccc2s1,6.77
O=C(O)CCc1nnc(S)nc1O,2.84
CCSc1nc(O)cc(=O)n1CC,11.7
O=C1CCNc2c(Cl)cccc21,11.42
CC(=O)NNc1cccc(Cl)n1,11.8
Cn1ccnc1C(O)c1ccccc1,12.82
COCCN=C(S)Nc1ncccc1C,6.87
NC1(P(=O)(O)O)CCCCC1,-0.29
Sc1nc(S)c2nc[nH]c2n1,7.25
Oc1cnnc(Nc2ccccc2)n1,11
c1csc(-c2nn[nH]n2)c1,5.51
NS(=O)(=O)OCC1CCCCC1,11.4
O=C(O)c1ccc2cccnc2n1,0.66
CNc1nc(NC#N)nc(SC)n1,10.93
CCc1cc2ccc(C)cc2nc1S,8.4
Oc1nncc(-c2ccccc2)n1,9.95
O=C(O)CSC(=S)N1CCCC1,4.47
Cc1cccc(-n2ccnc2S)c1,8.17
Cc1cc(O)n2nc(C)cc2n1,8.59
CCCn1ncc(SC)c(O)c1=O,7.67
C/C(CC/C(C)=N/O)=N/O,10.64
Nc1cc(C(=O)O)nc(O)n1,1.4
Cc1ccc(O)c(CC(C)C)n1,10.02
CCOCC(=O)Nc1cc(C)on1,8.7
c1coc(-c2ncc[nH]2)c1,11.2
O=C1CCN(Cc2ccccc2)N1,11.24
Cc1nnc(O)nc1NCCN(C)C,10.45
CC(C)(C)N=c1cccccc1O,10.69
CCn1c(S)nnc1-c1ccco1,7.53
C[S+]([O-])c1ccccc1O,7.28
O=C(O)c1cccc2cccnc12,3.76
N#CC(C#N)=CNc1cccnc1,11.08
N#Cc1c(CCCN)n[nH]c1N,12.94
CCCCC(=O)Nc1nnnn1CCC,8.38
CCOCCCNc1cnnc(O)c1Cl,6.61
NNC(=O)COc1ccc(F)cc1,11.44
Cc1occc1-c1nnc(S)n1C,7.52
NC1=NC(S)C2N=CNC2=N1,7.96
Nc1nc(O)c(CC(=O)O)s1,3.83
O=C(O)C1CCN1C1CCCCC1,1.84
O=C(O)c1cc(O)nc(S)n1,0.61
O=C(O)Cn1nnc2ccccc21,3.8
Nc1cc(Cl)c(O)c(Cl)c1,7.38
COC(=O)Cc1nnc(S)nc1O,8.62
O=C(O)CN1C(=O)CNC1=O,3.33
Oc1nc2cccnc2c2ccsc12,10.46
CCCCCSc1nc(O)cc(O)n1,11.82
OC(c1ccccc1)c1cccnc1,13.51
O=C(Nc1csnn1)c1csnn1,7.83
O=Nc1ccc(O)c2ncccc12,8.08
COc1c(O)nc2ccccc2c1N,12.21
O=P(O)(O)C#Cc1ccccc1,2.81
Nc1ccccc1-c1nnc(S)s1,7.3
CCCNc1ncnc2[nH]ncc12,9.08
O=Cc1ccc(O)c2ncccc12,6.97
CCCCC(=O)Nc1nnc(C)s1,7.01
CC1CN(c2ccccc2)NC1=O,11.95
O=c1ccc(=O)[nH][nH]1,5.98
Oc1ncnc2c1oc1ccccc12,10.78
Cn1c(S)nnc1Cc1ccccc1,7.87
O=C(O)c1ccc(Cl)cc1Cl,3.07
Oc1nncc(N2CCCC2)c1Cl,6.59
C=CCN1C(=O)C(C)NC1=S,10.96
Cc1ccc(Nc2nnns2)cc1C,7.71
CCCCCSc1ncccc1C(=O)O,3.7
On1nnc2ccc3ccccc3c21,6.69
CC1CC(S)=Nc2ccccc2S1,6.11
COc1ccc(C(=N)NO)cc1O,9.69
N#Cc1cc2c(nc1S)CCCC2,7.34
Oc1nc2ccccc2n2cnnc12,9.72
OC(c1ccccc1)c1ccncc1,13.59
COc1ncnc2c1NC(=O)CS2,10.75
CN1CCNC(=O)C1CC(=O)O,3.42
COc1coc(C(O)CN)cc1=O,13.51
COCc1ccc(O)c2ncccc12,8.81
C=CCc1ccccc1OCC(=O)O,3.92
Oc1cccc(Nc2ccccc2)c1,9.7
CCCCN=C(S)Nc1ccccc1F,6.83
Cc1ccccc1-c1nnc(S)o1,7.29
Fc1ccccc1Nc1nnc(S)s1,6.61
NN=C(S)Nc1cccc(Cl)c1,6.65
CCCCn1c(O)nc2ccccc21,12.47
O=C(O)CCC(=O)N1CCCC1,4.47
Cc1cc(C)n2c(S)nnc2n1,7.61
COc1cc2c(cc1O)CCNC2C,10.04
Cc1ccccc1-c1nn[nH]n1,5.94
Cc1cc(NC(=O)CCl)nn1C,11.14
COc1cccc(OCC(=O)O)c1,3.41
Oc1ccc(-c2ccccc2)nn1,8.48
CC(C)CC(=O)NN1CCCCC1,12.97
COCCn1c(S)nc2ccccc21,8.17
NC(=O)CC1SC(N)=NC1=O,5.18
CCOC(=O)CSc1nnc(S)s1,6.64
N=c1nc(SCCC(=O)O)ss1,3.6
NNc1cc(C(=O)O)ccc1Cl,4.27
NN=C(S)Nc1ccc(Cl)cc1,6.66
O=C(NCC1CC1)Nc1cccs1,10.8
Sc1nnc2nnc3ccccc3n12,7.62
N=C(S)C1COc2ccccc2O1,1.21
CCC(=O)Nc1nnc2n1CCS2,8.57
N#Cc1cc2c(nc1O)CCCC2,10.47
CCN=C(S)Nc1cc(C)ccn1,6.91
Cc1ccc(OCCC(=O)O)cc1,4.35
NC(=O)NNc1cccc(Cl)n1,11.5
COCc1cc(C)nc(O)c1C#N,9.98
C#CCCCC(=S)Nc1ccccc1,11.64
CCc1oc(C(=O)O)cc1COC,3.15
CCOCCc1c(O)nc(S)nc1O,9.07
CN=C(S)SCCOc1ccccc1C,6.55
N#CC(C(=O)O)=C1CCCC1,2.59
Oc1ccc(Cc2ccccn2)nn1,8.37
Cc1cc(C)n(CC(=O)O)n1,3.42
Cc1nnc(S)n1-c1ccccc1,7.86
O=C(O)CC1SC(=O)NC1=O,3.5
Cc1cccc(NN=C(N)S)c1C,7.58
OC(Cn1cccn1)c1ccccc1,13.95
NNC(=O)C1CC1c1ccccc1,12.98
NC(=S)NCCCC(N)C(=O)O,2.69
Cc1cc(C(=O)NN)[nH]n1,11.58
CCCOc1cccc(C(=O)O)c1,3.84
CN(C)/[N+]([O-])=N/O,4.5
O=C(O)C1NCCc2ccccc21,1.79
OC(Cn1cnnc1)c1ccccc1,14
Oc1ccccc1CNCc1ccccc1,8.24
CC(C)c1nccn1CCC(=O)O,4.42
Cc1cc(O)c(N)c(C)c1Cl,9.96
NCCCCCC(=O)Nc1ccncc1,13.59
COc1cc(C(=O)O)ccc1Cl,3.88
Cc1ccccc1NCc1ccccc1O,9.23
CC(C)(C(=O)O)n1cncn1,3.38
Nc1ccc(N)c(C(=O)O)c1,3.98
CCCc1oc(C(=O)O)cc1CN,2.9
Oc1cccc(CN2CCCCC2)c1,9.5
Cc1ccc(/C(N)=N/O)cc1,9.36
Nc1ccc(CCCC(=O)O)cc1,3.74
O=C(O)c1nc(Cl)ccc1Cl,0.17
O=C(O)c1nccc2ccccc12,0.9
Cc1ccc(C(=O)O)c(O)c1,2.99
Nc1nc2ccccc2[nH]c1=O,11.09
CCCCSc1nccc(=O)[nH]1,7.74
CCCC(C)C(N)P(=O)(O)O,-0.24
Nn1c(S)nnc1Cc1ccccc1,7.77
O=C1CC(C(F)(F)F)=NN1,10.15
CCOC(=O)C1=NNC(=O)C1,11.33
Oc1nccc(NCc2ccco2)n1,13.33
Cc1nnc(SCCC(C)C)nc1O,11.84
CNc1cccnc1C=NNC(N)=S,11.67
S=C(NC1CC1)SCc1ccco1,7.34
O=C1CSC(c2ccccc2F)N1,10.39
Nc1ccc2[nH]c(S)nc2c1,8.19
NCC(=O)Nc1ccc(Br)cc1,13.46
O=C1CC(c2ccccc2)=NO1,11.94
Cc1ccsc1C=Nc1ccccc1O,8.26
O=C(O)Cn1nc2ccccc2n1,3.72
CC1(C)CC(C(=N)S)CCO1,3.35
OCCCc1nc2ccccc2[nH]1,12.54
CCCNC(=O)/C=C/C(=O)O,3.83
ON=Cc1cccn1-c1ccccc1,11.87
CSc1nnc(O)n1C1CCCCC1,7.94
Cc1c(O)n2ccccc2nc1=O,6.9
CCCC(=O)c1ccc(O)cc1O,7.87
O=C(O)c1cc2ccccc2cn1,1.06
Oc1cccc(-c2ccccc2)n1,11.67
CCCCCSc1nnc(C)c(O)n1,11.84
COc1cc2ccccc2ccc1=NO,9.14
CC(C)c1cc(C(=O)O)on1,2.93
CCNc1[nH]cnc2nncc1-2,6.39
SC1=NCN(Cc2ccco2)CN1,7.05
OCCNc1nc2ccccc2[nH]1,12.42
COc1ccc(CCC(=O)O)cc1,4.31
O=C(O)c1cccc(OCCO)c1,3.84
O=C(O)Cc1cc(Cl)ccc1O,3.45
CCSCCCCCCCCCCCC(=O)O,4.95
CCCC(NN)C(O)c1ccccc1,13.84
CCNC(=S)SCC1=CCOC1=O,7.44
CC([11CH3])(N)C(=O)O,2.58
O=C(O)/C=C/c1sccc1Br,2.73
CCCOC(=O)/C=C/C(=O)O,3.42
Cc1ccccc1/C=C/C(=O)O,4.45
Nc1nc2nc(O)nc(O)c2s1,11.13
Oc1ccccc1-c1ccc[nH]1,9.68
O=C(O)CCCCc1ncc[nH]1,4.37
O=C(O)CCCCc1c[nH]cn1,4.39
CCCCCCCC(CCC(=O)O)OC,4.77
O=C(c1ccccn1)C(Br)Br,13.7
O=P(O)(O)CCCc1ccccn1,1.81
C=CC(=O)Nc1ccc(O)cc1,9.45
Cc1cc2[nH]nc(N)c2cn1,13.49
OC[C@]1(O)CNC[C@H]1O,12.63
CCCSC[C@@H]1CCC(O)N1,13.9
O=C(O)CCc1ccc(Br)cc1,3.46
Sc1ccc(-c2ccccn2)nn1,7.53
Oc1ccc(-c2ccccn2)nn1,8.13
CCSc1nc(O)c2nccnc2n1,10.18
O=C(Nc1nncs1)C1CCCC1,6.86
CC1CCN(C(=O)CC#N)CC1,9.15
NC(=S)N=Nc1ccc(O)cc1,8.88
CCOCc1nnc(NC(C)=O)s1,6.91
CC[C@H](C)C(N)C(=O)O,2.79
Oc1nc(S)nc2nn[nH]c12,6.51
Oc1cncc(-c2cccnc2)c1,8.97
CC(CC(C)(C)N1CC1)=NO,11.06
CS/C(=N\O)C(=O)N(C)C,9.8
CCc1cc(C)c(O)c(CC)n1,10.39
CNC(=O)Oc1c(O)ccnc1C,10.97
NC(=S)NN=C1CCCCCCCC1,11.73
O=CN1CCN(C=O)C(O)C1O,11.83
Cc1cc(C)n2c(O)nnc2c1,8.66
CCC(=O)Nc1ccc(Br)cn1,12.09
CC(=O)Nc1cc(Br)ccc1O,8.35
Cc1nccc(O)c1OCC(=O)O,2.86
COCOc1ccc(C=O)c(O)c1,8.27
ON=Cc1nc(O)nc2onnc12,6.04
O=C1Nc2ncccc2OC1CCCl,11.03
Oc1ccc(Nc2ccccc2)cc1,9.97
Nc1nc(S)nc2nn[nH]c12,7.9
O=C(O)c1cnnc2ccccc12,3.67
CCCCCCCCCCCCCC(=O)NO,8.91
Sc1nnc2ccc3ccccc3n12,7.89
O=C(O)C1C2CCC1C(O)C2,4.37
CN1NC(=O)CC1c1ccccc1,11.22
Cc1nnc(Nc2ccccc2F)s1,9.04
Sc1nc(S)c2[nH]nnc2n1,6.51
CCC1(CC)CNC(=O)NC1=O,11.67
CCCNC(=O)Nc1cc(C)on1,8.87
CC1CCCC12NC(=O)NC2=O,9.2
NNC(=O)CC1=NNC(=O)C1,11.65
N=C(N)NCCc1cccc(O)c1,9.96
NC1(C(=O)O)CC(=CI)C1,1.22
Ic1nn[nH]c1-c1ccccc1,7.31
CCCCCNC(=O)C1CCOC1=O,8.1
CCCCCNC(=O)C1CCCC1=O,11.09
C1CNCC(c2nnn[nH]2)C1,4.53
C1CC(c2nnn[nH]2)CCN1,4.75
CCCCCCCCCC(=O)C(S)CC,9.47
COc1cc(C2OC2CO)ccc1O,9.91
CNC(=O)c1cc(Cl)ccc1O,7.67
CS(=O)(=O)NCc1ccccc1,11.4
NS(=O)(=O)c1ccccc1Br,9.2
CCC/N=C(/C=N/O)N(C)C,11.98
NC(=O)N/N=C/c1ccccc1,11.87
N=C(N)NC(=O)c1cccnc1,10.4
N=C(N)NC(=O)c1cnccn1,10.73
N=C(N)NC(=O)c1ccccn1,11.4
CCCCCN1CCCN=C1/C=N/O,11.91
NC(=O)NC(=O)c1cnccn1,11.25
CC(SCc1ccccc1)C(=O)O,4.43
O=C1NC(=O)C2=C1CCC2O,10.14
CC(Oc1ccccc1)C(=O)NN,12.28
CCOC1NC(=O)c2ccccc21,10.36
O=c1ccccc2cccc(O)c12,7.89
Cc1ncc(CBr)c(CBr)c1O,8.8
N#CC1C(=O)NC(=O)C1=O,2.21
O/N=C/c1ccc(O)c(O)c1,7.05
Cc1n[nH]c(=O)n1C1CC1,10.52
CNC(=S)/N=C(\N)N(C)C,6.02
COP1(=O)NCc2ncccc2O1,10.44
CCOC(=O)N/N=C(\CC)NO,8.92
O=C1NN=CN2C(=O)CCC12,11.5
N#CSc1[nH]cnc1C(N)=O,8.02
COc1cc(O)ccc1C(=S)SC,9.04
CCCCSCCC(N)P(=O)(O)O,-0.24
CC(=O)Nc1cc2ccccn2n1,11.38
C/C=C\C=C\C=C\C(=O)O,4.84
CCNC(=O)Nc1cccc(C)n1,11.85
O=C(NCC#CCO)C(F)(F)F,6.26
CCCCCCCCCCCCOC(=S)NC,8.91
CC#CCCCC1(C)CCCNC1=S,11.92
Cn1c(S)nc(C(N)=O)c1N,7.79
CSc1ccc(OCC2OC2O)cc1,11.85
C/C(CC/C(C)=N/O)=N\O,10.64
COc1cc2c(cc1O)C=NCC2,9.94
NC(C(=O)O)C(N)C(=O)O,1.14
CC12N=NNC1C(=O)NC2=O,9.49
C#CC1NC(=O)C1N(CC)CC,11.29
O=C1CC(c2ccccc2)NCN1,12.67
Nc1ncnc2c1C(=O)NCCN2,13.59
Oc1nnnc2c1sc1ncccc12,7.73
COc1cc(C(=O)NO)ccc1O,8.67
CNC(=S)N/N=C/c1ccco1,11.42
Clc1cc2nn[nH]c2cc1Cl,8.3
Cc1n[nH]c(N)c1C(N)=O,12.2
CC1=NOC(C)(O)/C1=N/O,10.07
O=C1Nc2cc(F)ccc2C1=O,9.13
O=C1CCCCc2cccc(O)c21,9.14
CCOC(=O)CC1NC(=O)CS1,11.44
O=C(O)c1nccnc1C(=O)O,-0.07
ON=C1CCCCC(=NO)CCCC1,11.27
CN(C)c1nc(N)nc(CS)n1,9.58
CC(=O)Nc1oc(C)nc1C#N,7.66
CCCCCCCCCCCCNC(=S)OC,8.89
CCOP(=O)(O)C(C)(C)NC,-0.41
N#CC(=S)Nc1ccc(F)cc1,8.59
NNC(=O)CCCCCCCC(=O)O,4.59
O=c1[nH]n2ccccc2c1Br,6.08
CCOP(=O)(NC(N)=O)OCC,9.94
O=C1/C(=N\O)C2CCC1C2,11.94
Nc1cc(O)c2[nH]cnc2n1,10.4
Cc1ncc(CCl)c(CCl)c1O,8.74
O=C(O)C1C2CC3CC2CC31,4.5
CN(C)CCC(CCN(C)C)=NO,10.99
O/N=N/c1ccc2ccccc2n1,11.9
SC1CCCN(Cc2ccccc2)C1,10.05
O=C(CCCl)NN=C1NCCCN1,9.95
Nc1ccccc1CC(O)C(=O)O,4.23
COC(C(=O)NN)c1ccccc1,12.36
Nn1c(S)nnc1-c1ccccc1,7.91
O=C(O)c1cc(O)nc(O)c1,3.54
C=CCSC[C@H](N)C(=O)O,2.53
O=C(O)c1sc2ccccc2c1O,3.09
O=C(O)c1sc2ncccc2c1O,3.06
CCCCNc1cc[nH]c(=O)n1,9.98
Oc1ccc2[nH]c(O)cc2c1,8.85
O=Cc1cc(Cl)cc(Cl)c1O,6.41
O=C(O)C1CC(C(=O)O)C1,3.63
NC1(C(=O)O)CC2CCC1C2,2.41
COc1cc(/C=C\CO)ccc1O,9.98
CCCCNC(=O)c1cc(C)no1,11.48
Cc1ccccc1Nc1nnc(S)s1,7.2
CCOC(=O)Nc1cc(N)ncn1,12.77
Nc1onc(O)c1Cc1ccccc1,5.22
N#CC1C(=O)Nc2cccnc21,5.56
C=CCONC(=O)Cc1ccccc1,8.26
COc1ccc(Br)cc1C(=O)O,3.57
Cc1ccnc(Nc2cccnc2)n1,11.89
O=C(O)CC1CCC1CC(=O)O,3.95
O=C(O)Cc1csc2ccccc12,5
O=C1CC(=O)N2CCSC2=N1,6.98
CC1CC(=O)Nc2ccccc2N1,13.86
C#CC(C)OCC1CNC(=S)O1,8.69
NNC(=O)c1nc2ccccc2s1,10.58
CC(C)CN1CCC(=O)NC1=S,9.8
Sc1nncn1/N=C/c1ccco1,6.75
Cc1cc(O)cc(C(=O)O)c1,3.85
O=C(O)c1cc(O)cc(F)c1,3.53
Oc1ccccc1-c1c[nH]nn1,8.84
Nc1ccccc1-c1c[nH]nn1,8.66
Fc1ccccc1-c1c[nH]nn1,9.48
Cc1[nH]nnc1-c1ccccc1,9.37
Nc1nc(S)[nH]c(=O)c1N,6.55
CCCCCCCCCCCC#CC(=O)O,3.41
Nc1ccccc1CCP(=O)(O)O,1.75
Nc1ccncc1CCP(=O)(O)O,1.8
Oc1cccc(Oc2ccccc2)c1,9.1
Cc1cc(N(C)C)nc(C)c1O,10.96
Cc1ncsc1C(O)c1ccccc1,13.06
COc1cc(C=O)cc(Cl)c1O,6.41
CC(=O)Nc1nc2ccccc2s1,7.97
NCc1ccc(C(=O)O)[nH]1,3.44
NCc1c[nH]c(C(=O)O)c1,3.34
C[C@@H]1NC(=O)CNC1=O,10.94
COC(=O)c1cc(O)ccc1OC,9.64
COC(=O)c1cccc(OC)c1O,10.28
COC(=O)c1cc(OC)ccc1O,10.14
COC(=O)c1c(O)cccc1OC,9.79
COC(=O)c1cccc(O)c1OC,9.72
COC(=O)c1ccc(O)cc1OC,8.54
CC1Oc2ccccc2N(O)C1=O,8.04
CC1(C)Cc2cccc(O)c2O1,10
O=c1cn[nH]c(=O)[nH]1,5.9
CCNCc1nc2ccccc2[nH]1,11.49
O=C1NC(=O)C2=C1SCCS2,9.5
CC(=O)NN1C(=O)CSC1=S,9.98
Fc1ccccc1-c1nnc(S)o1,6.64
c1ccc(CNc2ncncn2)cc1,13.9
O=C(O)C/C=C/c1ccccc1,4.64
O=C1COc2ccc(F)cc2N1O,7.95
O=C1COc2cc(F)ccc2N1O,8.07
O=C1COc2c(F)cccc2N1O,7.99
C=CCc1cc(OCCCC)ccc1O,9.73
C=CCc1cccc(OCCCC)c1O,9.77
OCCc1cc(O)c(O)c(O)c1,9.09
Cn1cc(C(=O)O)c(Cl)n1,3.29
CC(C)=CCCC(C)CC(=O)O,5.19
CCCCCSCC(=O)C(F)(F)F,9.86
NC(=S)N/N=C\c1ccccc1,11.71
O=C(O)CN1Cc2ccccc2C1,1.57
CCSSc1nc2ccccc2[nH]1,9.83
N#Cc1ccc2cccc(O)c2n1,8.03
O=Cc1ccc2cccc(O)c2n1,8.82
O=C(O)c1cc2c(s1)CCC2,3.37
Cc1ccccc1-c1nnc(O)o1,3
CCCc1sc(C(=O)O)cc1CC,3.37
Oc1ccc(OC(F)(F)F)cc1,9.62
CC(=O)N1CCCC1C(=O)NO,8.72
CCOC(=O)c1cc(O)ccc1O,9.56
CCOC(=O)c1c(O)cccc1O,9.56
CCc1cc(O)c(C)c(=O)o1,7.71
COc1ccc(CC(=O)NO)cc1,8.86
NCc1csc(Nc2ncccn2)n1,6.26
Cc1nnc2ccc(Br)cc2c1O,10.14
O=C(Cc1ccc(Cl)cc1)NO,8.86
Oc1nc(S)c2[nH]nnc2n1,6.71
O=C(Cc1ccc(Br)cc1)NO,8.86
Cc1ccc2[nH]c(N)nc2c1,12.83
Cc1cccc2[nH]c(N)nc12,13.06
NCCNc1nc2ccccc2[nH]1,12.43
CN1CC(=O)N=C(N)N=C1N,11.85
CCONC(=O)C1=CCC(N)C1,8.95
N#CC(N)CCSCCCCC(=O)O,3.84
CC1(C)Oc2ccccc2NC1=O,11.46
Nc1ncnc2c1C(=O)NCCO2,12.5
NCC(O)CCCCCCCCC(=O)O,4.65
CC(=O)Nc1sccc1C(N)=O,10.81
O=C(CC(O)c1ccccc1)NO,8.88
CC(=O)Nc1nnc2n1CCCS2,8.61
CCCCOc1ccccc1C(=O)NO,8.75
COc1cc(C)ccc1C(=O)NO,8.8
COc1ccc(C)cc1C(=O)NO,8.75
Cc1cc(Br)ccc1C(=O)NO,9.2
COc1ccccc1C(=O)N(C)O,8.85
CCCCCCCCCCNNC(=O)COC,12.62
NC(C(=O)O)C(O)C(=O)O,2.57
Cc1cc(O)[nH]c(=O)c1C,7.73
CC(C)=NNC(=O)c1cccs1,10.36
CC(C)=NNC(=O)c1ccco1,9.64
CC(=O)NNC(=O)c1ccco1,6.49
NNC(=O)c1cc2ccccc2o1,11.33
CCCc1cc(C(=O)NN)ccn1,13.71
CCOc1cc(C(=O)NN)ccn1,13.24
C=Cc1cc(C(=O)NN)ccn1,13.58
CC(CS)C(=O)Nc1ccccc1,10.1
CSCCNC(=O)[C@H](C)CS,10.1
CC(CS)C(=O)NCc1ccco1,10.1
CC(=O)N/N=C/c1ccccc1,11.89
Cc1ccc(C(=O)O)c(N)n1,2.78
Cc1cc(C)n2nc(S)nc2c1,9.46
CC(C)CCn1ccnc1/C=N/O,10.11
CN(C)CC1CCS[S+]1[O-],6.78
CCn1[nH]c2ccccc2c1=O,10.19
CC(CC(=O)O)CC(C)(C)C,5.23
CCCCC(CC)COC(=O)CC#N,8.98
COC(=O)CC1=NC(=O)CS1,5.72
O=C1NCN(C2CCCCC2)CN1,13.64
Oc1ccc(Cl)cc1C1CCCC1,9.43
CC(C)(CC(=O)O)C(=O)O,4.1
CC=C(CC)C(=O)NC(N)=O,11.85
O=C1NC(=O)C2CC=CCC12,10.42
NC(=S)c1c(Cl)cccc1Cl,9.85
C/N=C/c1sc2ccccc2c1O,5.91
Cn1cccc1/C=N/NC(N)=S,11.68
Cc1nn(C)c(C)c1/C=N/O,9.79
CC(C)(C)NC(=O)/C=N/O,10.21
CC(=O)/C=N/Nc1ccccc1,10.85
CCn1cc(/C=N/O)c(C)n1,9.57
O/N=C/c1ccc2ccccc2c1,7.9
Sc1nncn1/N=C/c1cccs1,7.07
O/N=C1/CCCSc2ccccc21,6.86
CCCOc1ccc(/C=N/O)cc1,7.66
COC(=O)N/N=C/c1cccs1,10.63
O=C(/C=N/O)Nc1cccnc1,7.51
O/N=C/c1ccc2ccccc2n1,9.69
O/N=C1\CCCCc2ccccc21,8.03
O=C(/C=N/O)Nc1ccccc1,8.04
C/C(=N\NC=O)c1ccncc1,11.98
NC(=O)c1sc2ccccc2c1O,3.66
CCCCSC(=S)NCc1ccncc1,7.41
C=CCSC(=S)NCc1ccncc1,7.33
C=CCOc1ccccc1C(=O)NO,8.74
CCCCCCCC(=O)OCC(=O)O,3.85
Cc1cccnc1/C=C/C(=O)O,3.5
O=C(Nc1ccccn1)NC1CC1,11.83
C=Cc1ncc(CO)c(CO)c1O,9.02
O=Cc1ncc(CO)c(CO)c1O,7.98
C#Cc1ncc(CO)c(CO)c1O,8.66
CNC(=S)N1CCc2cccnc21,12.97
N#CCc1[nH]cnc1C(N)=O,9.06
NC(=S)c1cccc2c1NCCC2,13.01
CC(N)c1cc(=O)c(O)co1,9.69
NCc1cc(=O)c(O)c[nH]1,11.32
Cc1cc(C)n2ncc(S)c2n1,5.55
O=C(NCCO)C(Cl)(Cl)Cl,7.54
COc1ccc(OCC(=O)O)cc1,3.4
O=C(O)COc1cccc(Cl)c1,3.14
NCCCCC(N)CSP(=O)(O)O,2.11
O=C(O)C(=O)Nc1ccccc1,2.73
CC(C)NCC(O)c1sccc1Cl,13.48
CC(C)NCC(O)c1sccc1Br,13.5
Cc1ccc(SSCC(=O)O)cc1,4.01
Oc1ccc(Cc2ccccn2)cc1,10
CCc1cccc(OCC(=O)O)c1,3.96
O=c1[nH]cc(F)c(=O)o1,7.01
NC(=S)N/N=C/c1cnccn1,11.67
Cc1csc(NN=C2CCCC2)n1,11.55
Cc1cccc(C)c1NC(=O)NN,13.19
O=Cc1c(O)ccc2ccccc12,8.21
CCOC(=O)c1cnc(S)nc1O,8.7
CCCC(=O)c1c(O)cccc1O,8.97
CCOc1cccc(O)c1C(C)=O,9.21
CCC(=O)c1ccc(OC)cc1O,9.04
CCCc1ccc(O)c2ncccc12,9.56
O=C(NO)Nc1ccc(Cl)cc1,8.76
CC(C)NNC(=O)c1ccccn1,12.5
CC(C)NNC(=O)c1cnccn1,10.01
CC(C)NNC(=O)c1cccnc1,13.33
Cc1ncsc1C(=O)NNC(C)C,12.94
CC(C)NNC(=O)c1cccnn1,10.08
CCOc1cc(N)ccc1C(=O)O,4.44
Nc1ccc(C(=O)O)c(F)c1,4.03
